Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90,PrimaryPos,SecondaryPos,Group,Cluster
Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28.0,1996.0,21,21,1758,19.5,0,3,3,0,0,0,1.6,1.6,1.5,3.0,0.16,21,8,38.1,1.08,0.41,0.0,0.0,0.08,1026,1204,85.2,16191,4876,1.4,16,106,14,1,18,6,8,4,128,49,2.51,7,0.36,33,17,12,18,3,51.2,10,43,21,15,0,1357,47,15,11,68.8,763,25,0,20,14,1027,39,2,0,0,9,2,0,0,0,100,13,43.3,0.0,0.1535836177474402,0.1535836177474402,0.0,0.0819112627986348,0.0819112627986348,0.0767918088737201,0.1535836177474402,0.0081911262798634,1.075085324232082,0.409556313993174,52.525597269624576,61.6382252559727,828.8907849829352,249.6245733788396,0.0716723549488054,0.8191126279863481,5.426621160409557,0.7167235494880545,0.0511945392491467,0.9215017064846416,0.3071672354948805,0.409556313993174,0.204778156996587,6.552901023890785,1.689419795221843,0.870307167235495,0.6143344709897611,0.9215017064846416,0.1535836177474402,0.5119453924914675,2.2013651877133107,1.075085324232082,0.7679180887372014,69.47098976109216,2.4061433447098977,0.7679180887372014,0.5631399317406144,39.06143344709898,1.2798634812286689,0.0,1.023890784982935,0.7167235494880545,52.57679180887372,1.9965870307167235,0.1023890784982935,0.0,0.4607508532423208,0.1023890784982935,0.0,0.0,0.0,5.119453924914676,0.6655290102389079,MF,,midfield,3
Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22.0,2002.0,19,11,965,10.7,0,1,1,0,0,0,0.8,0.8,1.7,2.5,0.23,12,3,25.0,1.12,0.28,0.0,0.0,0.06,190,250,76.0,2824,560,1.1,9,17,4,3,12,0,0,0,22,25,2.33,3,0.28,16,10,4,10,2,81.8,6,22,2,12,0,403,6,28,12,30.0,217,20,9,45,22,256,60,2,0,0,21,2,0,0,0,49,14,29.2,0.0,0.0932642487046632,0.0932642487046632,0.0,0.0746113989637305,0.0746113989637305,0.1585492227979274,0.233160621761658,0.0214507772020725,1.1191709844559583,0.2797927461139896,17.72020725388601,23.3160621761658,263.3782383419689,52.22797927461139,0.1025906735751295,0.8393782383419688,1.5854922279792745,0.3730569948186528,0.2797927461139896,1.1191709844559583,0.0,0.0,0.0,2.051813471502591,1.4922279792746114,0.932642487046632,0.3730569948186528,0.932642487046632,0.1865284974093264,0.5595854922279793,2.051813471502591,0.1865284974093264,1.1191709844559583,37.58549222797927,0.5595854922279793,2.61139896373057,1.1191709844559583,20.23834196891192,1.865284974093264,0.8393782383419688,4.196891191709844,2.051813471502591,23.875647668393785,5.595854922279793,0.1865284974093264,0.0,1.9585492227979275,0.1865284974093264,0.0,0.0,0.0,4.569948186528497,1.305699481865285,MF,FW,midfield,4
Oriol Romeu,es ESP,MF,Girona,es La Liga,32.0,1991.0,25,17,1356,15.1,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.03,5,1,20.0,0.33,0.07,0.0,0.0,0.03,798,883,90.4,13866,3011,0.7,8,81,2,1,8,0,2,7,73,20,1.33,1,0.07,38,25,14,19,5,53.8,12,50,20,11,4,1032,48,4,4,50.0,600,22,1,13,13,782,8,5,0,0,28,0,0,1,0,71,13,41.9,0.0,0.0,0.0,0.0,0.0066371681415929,0.0066371681415929,0.0199115044247787,0.0265486725663716,0.0019911504424778,0.331858407079646,0.0663716814159292,52.9646017699115,58.60619469026549,920.3097345132744,199.84513274336285,0.0464601769911504,0.5309734513274336,5.376106194690266,0.1327433628318584,0.0663716814159292,0.5309734513274336,0.0,0.1327433628318584,0.4646017699115044,4.845132743362832,2.52212389380531,1.65929203539823,0.9292035398230089,1.261061946902655,0.331858407079646,0.7964601769911505,3.31858407079646,1.327433628318584,0.7300884955752213,68.49557522123894,3.185840707964602,0.2654867256637168,0.2654867256637168,39.823008849557525,1.4601769911504423,0.0663716814159292,0.8628318584070797,0.8628318584070797,51.90265486725664,0.5309734513274336,0.331858407079646,0.0,1.8584070796460177,0.0,0.0,0.0663716814159292,0.0,4.712389380530974,0.8628318584070797,MF,,midfield,1
Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29.0,1994.0,25,17,1562,17.4,3,1,4,3,0,0,1.0,1.0,1.1,2.1,0.12,14,7,50.0,0.81,0.4,0.21,0.43,0.07,1271,1408,90.3,18466,4560,1.5,11,110,7,0,7,0,1,3,110,35,2.02,6,0.35,50,28,14,31,5,62.8,33,83,28,25,5,1602,51,13,11,68.8,896,25,4,19,17,1226,28,5,0,0,37,1,0,1,0,86,13,54.2,0.1728553137003841,0.057618437900128,0.2304737516005121,0.1728553137003841,0.057618437900128,0.057618437900128,0.0633802816901408,0.1209987195902689,0.0069142125480153,0.8066581306017926,0.4033290653008963,73.23303457106275,81.12676056338029,1063.9820742637644,262.74007682458387,0.086427656850192,0.6338028169014085,6.338028169014085,0.4033290653008963,0.0,0.4033290653008963,0.0,0.057618437900128,0.1728553137003841,6.338028169014085,2.880921895006402,1.6133162612035852,0.8066581306017926,1.7861715749039693,0.2880921895006402,1.9014084507042253,4.782330345710627,1.6133162612035852,1.440460947503201,92.30473751600512,2.93854033290653,0.7490396927016646,0.6338028169014085,51.626120358514726,1.440460947503201,0.2304737516005121,1.094750320102433,0.9795134443021768,70.64020486555698,1.6133162612035852,0.2880921895006402,0.0,2.131882202304737,0.057618437900128,0.0,0.057618437900128,0.0,4.955185659411011,0.7490396927016646,MF,DF,midfield,1
Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33.0,1991.0,36,34,3058,34.0,4,4,8,4,0,0,0.9,0.9,2.3,3.2,0.09,14,4,28.6,0.41,0.12,0.29,1.0,0.06,1950,2258,86.4,36232,11018,2.9,25,236,27,3,28,0,1,17,242,73,2.15,14,0.41,74,48,32,38,4,45.5,47,121,67,17,1,2538,89,19,6,46.2,1475,37,1,24,9,1754,32,5,0,0,48,1,0,0,0,140,46,61.3,0.1177240026160889,0.1177240026160889,0.2354480052321779,0.1177240026160889,0.02648790058862,0.02648790058862,0.0676913015042511,0.0941792020928711,0.002648790058862,0.4120340091563113,0.1177240026160889,57.39045127534336,66.45519947678221,1066.3440156965337,324.270765206017,0.0853499018966644,0.7357750163505559,6.945716154349247,0.7946370176586004,0.0882930019620667,0.8240680183126226,0.0,0.0294310006540222,0.5003270111183781,7.1223021582733805,2.1778940483976457,1.4126880313930674,0.9417920209287116,1.118378024852845,0.1177240026160889,1.383257030739045,3.5611510791366903,1.97187704381949,0.5003270111183781,74.69587965990844,2.619359058207979,0.5591890124264225,0.1765860039241334,43.4107259646828,1.0889470241988228,0.0294310006540222,0.7063440156965337,0.2648790058862001,51.621975147155005,0.9417920209287116,0.1471550032701112,0.0,1.4126880313930674,0.0294310006540222,0.0,0.0,0.0,4.120340091563113,1.353826030085023,MF,DF,midfield,3
Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27.0,1997.0,29,21,1775,19.7,3,1,4,2,1,1,3.8,3.0,0.6,3.5,0.22,16,7,43.8,0.81,0.35,0.13,0.29,0.19,641,754,85.0,10685,3770,0.9,16,63,14,1,3,0,3,2,89,35,1.78,2,0.1,30,20,6,19,5,55.0,31,61,43,11,2,950,78,19,9,52.9,473,17,2,20,15,653,25,6,1,0,24,0,0,0,0,60,24,60.0,0.152112676056338,0.0507042253521126,0.2028169014084507,0.1014084507042253,0.1926760563380281,0.152112676056338,0.0304225352112676,0.1774647887323943,0.0111549295774647,0.8112676056338028,0.3549295774647887,32.501408450704226,38.23098591549296,541.774647887324,191.1549295774648,0.0456338028169014,0.8112676056338028,3.1943661971830983,0.7098591549295774,0.0507042253521126,0.152112676056338,0.0,0.152112676056338,0.1014084507042253,4.512676056338028,1.52112676056338,1.0140845070422535,0.3042253521126761,0.9633802816901408,0.2535211267605634,1.5718309859154929,3.0929577464788736,2.1802816901408453,0.5577464788732395,48.16901408450704,3.954929577464789,0.9633802816901408,0.4563380281690141,23.983098591549297,0.8619718309859155,0.1014084507042253,1.0140845070422535,0.76056338028169,33.10985915492958,1.267605633802817,0.3042253521126761,0.0507042253521126,1.2169014084507044,0.0,0.0,0.0,0.0,3.04225352112676,1.2169014084507044,MF,DF,midfield,2
Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22.0,2001.0,33,31,2718,30.2,0,3,3,0,0,0,1.5,1.5,2.2,3.7,0.12,28,8,28.6,0.93,0.26,0.0,0.0,0.06,1862,2078,89.6,34282,8459,2.1,31,174,24,3,37,16,9,16,159,71,2.35,3,0.1,84,50,39,38,7,51.9,47,131,46,11,3,2354,91,16,18,72.0,1451,45,2,22,14,1749,42,13,0,0,43,3,0,0,0,154,11,36.7,0.0,0.0993377483443708,0.0993377483443708,0.0,0.0496688741721854,0.0496688741721854,0.0728476821192053,0.1225165562913907,0.0039735099337748,0.9271523178807948,0.2649006622516556,61.65562913907284,68.80794701986754,1135.1655629139073,280.0993377483444,0.0695364238410596,1.0264900662251657,5.76158940397351,0.7947019867549668,0.0993377483443708,1.225165562913907,0.5298013245033113,0.2980132450331126,0.5298013245033113,5.264900662251656,2.781456953642384,1.6556291390728477,1.2913907284768211,1.2582781456953642,0.2317880794701986,1.5562913907284768,4.337748344370861,1.52317880794702,0.3642384105960265,77.94701986754967,3.013245033112583,0.5298013245033113,0.5960264900662252,48.04635761589404,1.490066225165563,0.0662251655629139,0.728476821192053,0.4635761589403973,57.91390728476821,1.390728476821192,0.4304635761589404,0.0,1.423841059602649,0.0993377483443708,0.0,0.0,0.0,5.099337748344371,0.3642384105960265,MF,,midfield,1
Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28.0,1996.0,30,21,1923,21.4,4,5,9,4,0,0,4.3,4.3,4.7,9.0,0.42,43,12,27.9,2.01,0.56,0.09,0.33,0.1,1458,1627,89.6,23743,6285,5.1,36,155,36,3,27,3,7,15,205,89,4.16,14,0.65,37,24,13,15,9,44.7,16,53,27,27,1,1807,47,62,14,70.0,1037,47,8,24,16,1430,92,1,0,0,6,0,0,0,0,135,5,38.5,0.187207488299532,0.2340093603744149,0.421216848673947,0.187207488299532,0.2012480499219968,0.2012480499219968,0.21996879875195,0.421216848673947,0.0196567862714508,2.012480499219969,0.5616224648985959,68.23712948517941,76.14664586583463,1111.216848673947,294.1497659906396,0.2386895475819032,1.684867394695788,7.254290171606864,1.684867394695788,0.1404056162246489,1.263650546021841,0.1404056162246489,0.3276131045241809,0.702028081123245,9.594383775351014,1.7316692667706708,1.1232449297971918,0.608424336973479,0.702028081123245,0.421216848673947,0.748829953198128,2.4804992199687987,1.263650546021841,1.263650546021841,84.57098283931357,2.199687987519501,2.9017160686427457,0.6552262090483619,48.53354134165367,2.199687987519501,0.374414976599064,1.1232449297971918,0.748829953198128,66.9266770670827,4.305772230889236,0.046801872074883,0.0,0.2808112324492979,0.0,0.0,0.0,0.0,6.318252730109204,0.2340093603744149,MF,,midfield,3
Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22.0,2002.0,28,19,1656,18.4,5,3,8,5,0,0,4.6,4.6,2.5,7.1,0.39,50,12,24.0,2.72,0.65,0.1,0.42,0.09,237,355,66.8,3344,1174,1.7,19,30,16,1,9,0,12,0,67,64,3.47,8,0.43,39,15,13,18,8,38.9,10,49,13,14,2,641,20,79,27,38.0,361,42,16,45,37,411,79,2,0,0,34,9,0,1,0,66,25,35.2,0.2717391304347826,0.1630434782608695,0.4347826086956521,0.2717391304347826,0.2499999999999999,0.2499999999999999,0.1358695652173913,0.3858695652173912,0.021195652173913,2.717391304347826,0.6521739130434783,12.880434782608695,19.293478260869566,181.73913043478265,63.80434782608696,0.0923913043478261,1.032608695652174,1.6304347826086958,0.8695652173913043,0.0543478260869565,0.4891304347826087,0.0,0.6521739130434783,0.0,3.641304347826087,2.119565217391304,0.8152173913043479,0.7065217391304348,0.9782608695652174,0.4347826086956521,0.5434782608695652,2.6630434782608696,0.7065217391304348,0.7608695652173912,34.83695652173913,1.0869565217391304,4.2934782608695645,1.467391304347826,19.619565217391305,2.282608695652174,0.8695652173913043,2.4456521739130435,2.010869565217391,22.33695652173913,4.2934782608695645,0.108695652173913,0.0,1.8478260869565215,0.4891304347826087,0.0,0.0543478260869565,0.0,3.58695652173913,1.358695652173913,MF,FW,midfield,4
Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,1994.0,26,18,1616,18.0,1,0,1,1,0,0,1.8,1.8,1.6,3.3,0.19,21,8,38.1,1.17,0.45,0.05,0.13,0.08,728,858,84.8,10980,2905,1.6,12,75,12,2,23,0,4,3,97,42,2.34,6,0.33,29,19,7,15,7,59.3,10,39,29,15,1,1028,37,31,6,40.0,577,24,3,22,12,717,70,3,0,0,12,1,0,0,0,58,17,56.7,0.0556930693069306,0.0,0.0556930693069306,0.0556930693069306,0.1002475247524752,0.1002475247524752,0.0891089108910891,0.1837871287128712,0.0105816831683168,1.1695544554455446,0.4455445544554455,40.54455445544554,47.78465346534654,611.509900990099,161.78836633663366,0.0891089108910891,0.6683168316831682,4.176980198019802,0.6683168316831682,0.1113861386138613,1.280940594059406,0.0,0.2227722772277227,0.167079207920792,5.4022277227722775,1.61509900990099,1.058168316831683,0.3898514851485148,0.8353960396039604,0.3898514851485148,0.556930693069307,2.1720297029702973,1.61509900990099,0.8353960396039604,57.25247524752476,2.060643564356436,1.7264851485148514,0.3341584158415841,32.134900990099005,1.3366336633663365,0.167079207920792,1.2252475247524752,0.6683168316831682,39.931930693069305,3.898514851485148,0.167079207920792,0.0,0.6683168316831682,0.0556930693069306,0.0,0.0,0.0,3.23019801980198,0.9467821782178218,MF,,midfield,2
Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27.0,1996.0,30,26,2314,25.7,2,1,3,2,0,0,1.5,1.5,2.6,4.1,0.16,29,6,20.7,1.13,0.23,0.07,0.33,0.05,958,1334,71.8,17972,7070,2.9,26,77,31,14,82,7,2,15,93,59,2.29,5,0.19,46,22,24,18,4,51.0,20,66,62,29,0,1560,73,30,3,33.3,653,28,2,6,6,876,80,4,0,0,16,3,1,0,0,84,14,56.0,0.0777873811581676,0.0388936905790838,0.1166810717372515,0.0777873811581676,0.0583405358686257,0.0583405358686257,0.1011235955056179,0.1594641313742437,0.0062229904926534,1.1279170267934313,0.233362143474503,37.26015557476232,51.88418323249784,698.9974070872947,274.9783923941227,0.1127917026793431,1.0112359550561798,2.994814174589456,1.205704407951599,0.5445116681071738,3.1892826274848747,0.2722558340535869,0.0777873811581676,0.5834053586862575,3.617113223854797,1.7891097666378564,0.8556611927398443,0.933448573898012,0.700086430423509,0.1555747623163353,0.7778738115816768,2.566983578219533,2.411408815903198,1.1279170267934313,60.674157303370784,2.83923941227312,1.166810717372515,0.1166810717372515,25.397579948141743,1.0890233362143475,0.0777873811581676,0.233362143474503,0.233362143474503,34.070872947277444,3.111495246326707,0.1555747623163353,0.0,0.6222990492653414,0.1166810717372515,0.0388936905790838,0.0,0.0,3.267070008643042,0.5445116681071738,MF,DF,midfield,4
Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22.0,2002.0,31,7,1169,13.0,2,1,3,2,0,0,2.0,2.0,2.9,4.9,0.37,33,12,36.4,2.54,0.92,0.06,0.17,0.06,539,692,77.9,9402,2297,4.0,35,60,30,3,60,37,6,15,92,77,5.93,6,0.46,21,15,5,7,9,48.0,2,23,6,8,0,867,6,54,27,45.0,573,54,21,36,19,658,99,3,0,0,19,0,0,0,0,50,4,14.8,0.1539777587681779,0.0769888793840889,0.2309666381522669,0.1539777587681779,0.1539777587681779,0.1539777587681779,0.2232677502138579,0.3772455089820359,0.0284858853721129,2.540633019674936,0.9238665526090676,41.49700598802396,53.27630453378957,723.8494439692045,176.84345594525234,0.3079555175363558,2.694610778443114,4.619332763045338,2.309666381522669,0.2309666381522669,4.619332763045338,2.848588537211292,0.4619332763045338,1.1548331907613345,7.082976903336185,1.616766467065868,1.1548331907613345,0.3849443969204448,0.5389221556886228,0.6928999144568007,0.1539777587681779,1.7707442258340462,0.4619332763045338,0.6159110350727117,66.74935842600513,0.4619332763045338,4.157399486740804,2.078699743370402,44.114627887082975,4.157399486740804,1.616766467065868,2.771599657827202,1.4627887082976905,50.65868263473054,7.621899059024807,0.2309666381522669,0.0,1.4627887082976905,0.0,0.0,0.0,0.0,3.849443969204448,0.3079555175363558,MF,,midfield,0
Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,1999.0,22,16,1471,16.3,0,2,2,0,0,0,0.9,0.9,1.0,1.9,0.12,13,5,38.5,0.8,0.31,0.0,0.0,0.07,799,894,89.4,13113,3894,0.9,19,81,8,0,2,0,5,10,93,35,2.14,3,0.18,22,15,10,9,3,71.4,9,31,24,5,3,1018,42,17,4,40.0,533,24,1,19,13,746,20,4,0,0,22,0,0,0,0,69,28,66.7,0.0,0.1223657375934738,0.1223657375934738,0.0,0.0550645819170632,0.0550645819170632,0.0611828687967369,0.1162474507138001,0.0073419442556084,0.7953772943575799,0.3059143439836845,48.8851121685928,54.6974847042828,802.2909585316112,238.24609109449355,0.0550645819170632,1.1624745071380014,4.95581237253569,0.4894629503738952,0.0,0.1223657375934738,0.0,0.3059143439836845,0.6118286879673691,5.690006798096533,1.346023113528212,0.9177430319510536,0.6118286879673691,0.5506458191706322,0.1835486063902107,0.5506458191706322,1.896668932698844,1.468388851121686,0.3059143439836845,62.28416043507817,2.56968048946295,1.0401087695445277,0.2447314751869476,32.61046906866078,1.468388851121686,0.0611828687967369,1.1624745071380014,0.7953772943575799,45.642420122365735,1.2236573759347382,0.2447314751869476,0.0,1.346023113528212,0.0,0.0,0.0,0.0,4.221617946974847,1.7131203263086336,MF,,midfield,3
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,2000.0,29,19,1620,18.0,15,1,16,12,3,3,9.7,7.3,1.9,9.2,0.64,47,17,36.2,2.61,0.94,0.26,0.71,0.16,461,569,81.0,6927,1632,1.5,21,66,15,1,18,0,5,4,90,50,2.77,8,0.44,13,8,6,6,1,35.7,5,18,6,14,0,767,9,68,24,48.0,464,52,8,56,45,610,115,2,0,0,16,3,0,0,0,77,12,48.0,0.8333333333333333,0.0555555555555555,0.8888888888888888,0.6666666666666667,0.5388888888888889,0.4055555555555555,0.1055555555555555,0.5111111111111111,0.0355555555555555,2.611111111111111,0.9444444444444444,25.611111111111107,31.611111111111114,384.83333333333337,90.66666666666666,0.0833333333333333,1.1666666666666667,3.666666666666667,0.8333333333333333,0.0555555555555555,1.0,0.0,0.2777777777777778,0.2222222222222222,5.0,0.7222222222222223,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0555555555555555,0.2777777777777778,1.0,0.3333333333333333,0.7777777777777777,42.61111111111112,0.5,3.7777777777777777,1.3333333333333337,25.77777777777778,2.8888888888888893,0.4444444444444444,3.1111111111111107,2.5,33.88888888888889,6.388888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1666666666666666,0.0,0.0,0.0,4.277777777777778,0.6666666666666667,MF,,midfield,4
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27.0,1997.0,33,12,1395,15.5,0,0,0,0,0,0,1.1,1.1,0.6,1.7,0.11,17,2,11.8,1.1,0.13,0.0,0.0,0.06,391,537,72.8,6493,1870,1.0,5,36,8,4,33,3,1,2,38,18,1.16,0,0.0,28,16,16,8,4,38.9,18,46,36,13,1,729,35,20,14,56.0,367,18,7,26,7,404,53,3,0,0,24,1,0,0,0,77,6,27.3,0.0,0.0,0.0,0.0,0.0709677419354838,0.0709677419354838,0.0387096774193548,0.1096774193548387,0.0070967741935483,1.0967741935483872,0.1290322580645161,25.225806451612904,34.645161290322584,418.9032258064517,120.64516129032258,0.064516129032258,0.3225806451612903,2.3225806451612905,0.5161290322580645,0.2580645161290322,2.129032258064516,0.1935483870967742,0.064516129032258,0.1290322580645161,2.4516129032258065,1.8064516129032255,1.032258064516129,1.032258064516129,0.5161290322580645,0.2580645161290322,1.1612903225806452,2.967741935483871,2.3225806451612905,0.8387096774193549,47.03225806451613,2.2580645161290325,1.2903225806451613,0.9032258064516128,23.67741935483871,1.1612903225806452,0.4516129032258064,1.6774193548387095,0.4516129032258064,26.06451612903226,3.419354838709677,0.1935483870967742,0.0,1.5483870967741935,0.064516129032258,0.0,0.0,0.0,4.967741935483871,0.3870967741935484,MF,DF,midfield,2
Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31.0,1992.0,32,11,1404,15.6,2,1,3,2,0,0,0.7,0.7,2.9,3.5,0.23,15,5,33.3,0.96,0.32,0.13,0.4,0.04,422,591,71.4,7754,2475,2.9,24,52,23,15,114,25,2,13,77,64,4.11,5,0.32,37,20,18,10,9,44.4,14,51,10,15,0,755,12,22,28,57.1,467,60,11,24,21,520,93,4,0,0,15,5,0,0,0,59,11,50.0,0.1282051282051282,0.0641025641025641,0.1923076923076923,0.1282051282051282,0.0448717948717948,0.0448717948717948,0.1858974358974358,0.2243589743589743,0.0147435897435897,0.9615384615384616,0.3205128205128205,27.05128205128205,37.88461538461539,497.0512820512821,158.65384615384616,0.1858974358974358,1.5384615384615383,3.333333333333333,1.4743589743589742,0.9615384615384616,7.307692307692308,1.6025641025641026,0.1282051282051282,0.8333333333333333,4.935897435897436,2.371794871794872,1.2820512820512822,1.1538461538461535,0.6410256410256411,0.5769230769230769,0.8974358974358975,3.2692307692307696,0.6410256410256411,0.9615384615384616,48.3974358974359,0.7692307692307693,1.4102564102564104,1.794871794871795,29.93589743589744,3.8461538461538463,0.7051282051282052,1.5384615384615383,1.3461538461538465,33.33333333333333,5.961538461538462,0.2564102564102564,0.0,0.9615384615384616,0.3205128205128205,0.0,0.0,0.0,3.782051282051282,0.7051282051282052,MF,FW,midfield,0
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20.0,2003.0,32,18,1722,19.1,4,4,8,4,0,0,2.1,2.1,2.8,5.0,0.26,13,6,46.2,0.68,0.31,0.31,0.67,0.17,568,697,81.5,8314,2421,1.7,24,51,14,5,40,0,0,2,68,40,2.09,5,0.26,50,34,28,15,7,59.3,17,67,19,31,0,884,22,31,11,39.3,427,44,8,24,12,558,83,6,1,1,18,0,0,0,0,66,19,50.0,0.2090592334494773,0.2090592334494773,0.4181184668989547,0.2090592334494773,0.1097560975609756,0.1097560975609756,0.1463414634146341,0.2613240418118467,0.013588850174216,0.6794425087108015,0.313588850174216,29.686411149825783,36.42857142857143,434.5296167247386,126.53310104529618,0.0888501742160278,1.254355400696864,2.6655052264808363,0.7317073170731708,0.2613240418118467,2.0905923344947737,0.0,0.0,0.1045296167247386,3.554006968641115,2.613240418118467,1.7770034843205575,1.4634146341463417,0.7839721254355401,0.3658536585365854,0.8885017421602788,3.501742160278745,0.9930313588850174,1.6202090592334497,46.20209059233449,1.1498257839721255,1.6202090592334497,0.5749128919860628,22.317073170731707,2.299651567944251,0.4181184668989547,1.254355400696864,0.627177700348432,29.16376306620209,4.337979094076655,0.313588850174216,0.0522648083623693,0.940766550522648,0.0,0.0,0.0,0.0,3.449477351916376,0.9930313588850174,MF,DF,midfield,1
Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,1998.0,27,16,1400,15.6,1,0,1,1,0,0,1.2,1.2,0.6,1.8,0.12,18,7,38.9,1.16,0.45,0.06,0.14,0.07,610,754,80.9,9432,2395,1.0,13,50,7,4,22,7,4,2,60,28,1.8,1,0.06,33,17,16,15,2,43.5,23,56,44,15,3,921,53,17,11,61.1,473,16,5,16,7,575,29,2,0,0,16,0,0,0,0,82,32,62.7,0.0642857142857142,0.0,0.0642857142857142,0.0642857142857142,0.0771428571428571,0.0771428571428571,0.0385714285714285,0.1157142857142857,0.0077142857142857,1.157142857142857,0.45,39.21428571428572,48.471428571428575,606.3428571428572,153.9642857142857,0.0642857142857142,0.8357142857142857,3.214285714285714,0.45,0.2571428571428571,1.4142857142857144,0.45,0.2571428571428571,0.1285714285714285,3.857142857142857,2.1214285714285714,1.0928571428571427,1.0285714285714285,0.9642857142857144,0.1285714285714285,1.4785714285714284,3.6,2.8285714285714287,0.9642857142857144,59.207142857142856,3.407142857142857,1.0928571428571427,0.7071428571428572,30.40714285714286,1.0285714285714285,0.3214285714285714,1.0285714285714285,0.45,36.96428571428572,1.864285714285714,0.1285714285714285,0.0,1.0285714285714285,0.0,0.0,0.0,0.0,5.271428571428571,2.057142857142857,MF,,midfield,1
Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23.0,2000.0,34,34,3043,33.8,0,0,0,0,0,0,0.9,0.9,1.2,2.1,0.06,20,2,10.0,0.59,0.06,0.0,0.0,0.04,1153,1439,80.1,18623,5611,2.0,19,133,19,1,11,0,0,7,159,62,1.83,5,0.15,61,36,22,31,8,48.1,65,126,56,26,1,1814,68,39,32,62.7,894,53,9,39,31,1027,46,3,0,0,16,4,0,0,0,190,83,52.9,0.0,0.0,0.0,0.0,0.0266184686164968,0.0266184686164968,0.0354912914886625,0.0621097601051593,0.0017745645744331,0.5915215248110417,0.0591521524811041,34.101215905356554,42.55997371015445,550.7952678278015,165.95136378573775,0.0591521524811041,0.5619454485704897,3.933618139993428,0.5619454485704897,0.029576076240552,0.3253368386460729,0.0,0.0,0.2070325336838646,4.7025961222477815,1.8041406506736768,1.064738744659875,0.6506736772921459,0.9168583634571148,0.2366086099244167,1.9224449556358856,3.726585606309563,1.6562602694709168,0.7689779822543543,53.65100230036148,2.011173184357542,1.1534669733815317,0.9464344396976668,26.441012159053567,1.5675320407492608,0.2661846861649687,1.1534669733815317,0.9168583634571148,30.37463029904699,1.360499507065396,0.0887282287216562,0.0,0.4732172198488334,0.1183043049622083,0.0,0.0,0.0,5.619454485704897,2.454814327965823,MF,,midfield,1
