Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90,PrimaryPos,SecondaryPos,Group,Cluster
Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23.0,2000.0,19,12,1008,11.2,8,1,9,8,0,1,7.8,7.1,1.1,8.1,0.8,50,17,34.0,4.46,1.52,0.16,0.47,0.14,172,245,70.2,2453,503,1.0,10,10,8,2,6,0,1,2,23,32,2.86,3,0.27,5,4,0,3,2,75.0,0,5,5,7,0,400,5,77,15,42.9,207,26,15,43,29,319,61,2,0,0,14,0,0,0,0,28,32,59.3,0.7142857142857142,0.0892857142857142,0.8035714285714285,0.7142857142857142,0.6964285714285714,0.6339285714285714,0.0982142857142857,0.7232142857142856,0.0714285714285714,4.464285714285714,1.5178571428571428,15.357142857142858,21.875,219.01785714285717,44.910714285714285,0.0892857142857142,0.8928571428571428,0.8928571428571428,0.7142857142857142,0.1785714285714285,0.5357142857142857,0.0,0.0892857142857142,0.1785714285714285,2.0535714285714284,0.4464285714285714,0.3571428571428571,0.0,0.2678571428571428,0.1785714285714285,0.0,0.4464285714285714,0.4464285714285714,0.625,35.714285714285715,0.4464285714285714,6.875000000000001,1.3392857142857142,18.482142857142858,2.321428571428571,1.3392857142857142,3.8392857142857135,2.589285714285714,28.48214285714285,5.446428571428571,0.1785714285714285,0.0,1.25,0.0,0.0,0.0,0.0,2.5,2.8571428571428568,FW,,attack,4
Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20.0,2003.0,37,30,2529,28.1,6,4,10,4,2,3,9.4,7.1,2.9,9.9,0.44,61,19,31.1,2.17,0.68,0.07,0.21,0.12,431,573,75.2,6282,1251,2.2,30,31,15,2,14,3,3,3,53,67,2.39,8,0.28,34,16,4,23,7,57.1,3,37,17,19,0,898,14,112,33,49.3,527,41,17,86,70,647,163,2,0,0,21,5,1,0,0,64,23,24.7,0.2135231316725978,0.1423487544483986,0.3558718861209964,0.1423487544483986,0.3345195729537366,0.2526690391459074,0.1032028469750889,0.3523131672597865,0.0156583629893238,2.170818505338078,0.6761565836298932,15.338078291814949,20.391459074733092,223.55871886121,44.519572953736656,0.0782918149466192,1.0676156583629892,1.103202846975089,0.5338078291814946,0.0711743772241993,0.498220640569395,0.1067615658362989,0.1067615658362989,0.1067615658362989,1.886120996441281,1.209964412811388,0.5693950177935944,0.1423487544483986,0.8185053380782917,0.2491103202846975,0.1067615658362989,1.3167259786476868,0.604982206405694,0.6761565836298932,31.95729537366548,0.498220640569395,3.98576512455516,1.1743772241992882,18.754448398576518,1.4590747330960856,0.604982206405694,3.0604982206405693,2.491103202846975,23.024911032028477,5.800711743772242,0.0711743772241993,0.0,0.7473309608540925,0.1779359430604982,0.0355871886120996,0.0,0.0,2.277580071174377,0.8185053380782917,FW,,attack,3
Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,27.0,1996.0,34,34,2973,33.0,13,8,21,12,1,1,8.6,7.8,6.8,14.7,0.47,86,36,41.9,2.6,1.09,0.14,0.33,0.09,584,815,71.7,9476,2687,6.5,51,41,46,8,106,44,7,4,91,113,3.42,15,0.45,41,26,13,12,16,47.5,16,57,25,44,0,1252,28,171,44,33.8,741,109,61,70,77,834,212,1,0,0,20,9,0,0,0,129,12,20.0,0.3935418768920282,0.2421796165489404,0.6357214934409687,0.3632694248234107,0.260343087790111,0.2361251261352169,0.2058526740665994,0.4450050454086781,0.0142280524722502,2.60343087790111,1.089808274470232,17.679112008072654,24.67204843592331,286.86175580222,81.34207870837538,0.1967709384460141,1.5438950554994952,1.24117053481332,1.3925327951564077,0.2421796165489404,3.208879919273461,1.3319878910191725,0.2119071644803229,0.1210898082744702,2.7547931382441977,1.24117053481332,0.7870837537840565,0.3935418768920282,0.3632694248234107,0.4843592330978809,0.4843592330978809,1.7255297679112007,0.756811301715439,1.3319878910191725,37.90110998990918,0.8476286579212916,5.176589303733603,1.3319878910191725,22.43188698284561,3.299697275479314,1.8466195761856712,2.119071644803229,2.330978809283552,25.24722502522704,6.417759838546922,0.0302724520686175,0.0,0.6054490413723511,0.272452068617558,0.0,0.0,0.0,3.905146316851665,0.3632694248234107,FW,MF,attack,0
David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,27.0,1997.0,29,9,960,10.7,2,0,2,2,0,0,2.5,2.5,1.9,4.4,0.41,25,12,48.0,2.34,1.13,0.08,0.17,0.1,310,411,75.4,4795,1429,2.0,20,22,18,6,52,17,3,0,35,46,4.31,2,0.19,14,6,2,8,4,12.5,5,19,9,14,1,545,15,39,11,32.4,342,35,10,30,14,375,83,3,0,0,11,0,0,0,0,50,7,41.2,0.1875,0.0,0.1875,0.1875,0.234375,0.234375,0.1781249999999999,0.4125,0.0384375,2.34375,1.125,29.0625,38.53125,449.53125,133.96875,0.1875,1.875,2.0625,1.6875,0.5625,4.875,1.59375,0.28125,0.0,3.28125,1.3125,0.5625,0.1875,0.75,0.375,0.46875,1.78125,0.84375,1.3125,51.09375,1.40625,3.65625,1.03125,32.0625,3.28125,0.9375,2.8125,1.3125,35.15625,7.78125,0.28125,0.0,1.03125,0.0,0.0,0.0,0.0,4.6875,0.65625,FW,MF,attack,0
Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,23.0,2000.0,33,15,1390,15.4,1,3,4,1,0,0,4.2,4.2,1.8,6.0,0.39,38,11,28.9,2.46,0.71,0.03,0.09,0.11,187,295,63.4,2807,554,1.5,13,9,8,4,28,0,0,0,20,36,2.33,4,0.26,19,14,6,6,7,40.0,1,20,18,24,0,552,19,68,14,26.4,322,37,13,69,33,385,130,1,0,0,27,2,0,0,0,64,31,42.5,0.0647482014388489,0.1942446043165467,0.2589928057553957,0.0647482014388489,0.2719424460431655,0.2719424460431655,0.116546762589928,0.3884892086330935,0.025251798561151,2.460431654676259,0.7122302158273381,12.107913669064748,19.100719424460436,181.7482014388489,35.8705035971223,0.0971223021582733,0.841726618705036,0.5827338129496402,0.5179856115107914,0.2589928057553957,1.8129496402877696,0.0,0.0,0.0,1.2949640287769786,1.2302158273381294,0.9064748201438848,0.3884892086330935,0.3884892086330935,0.4532374100719424,0.0647482014388489,1.2949640287769786,1.1654676258992804,1.553956834532374,35.7410071942446,1.2302158273381294,4.402877697841727,0.9064748201438848,20.848920863309356,2.39568345323741,0.841726618705036,4.467625899280575,2.1366906474820144,24.928057553956837,8.41726618705036,0.0647482014388489,0.0,1.7482014388489209,0.1294964028776978,0.0,0.0,0.0,4.143884892086331,2.0071942446043165,FW,MF,attack,3
Ante Budimir,hr CRO,FW,Osasuna,es La Liga,33.0,1991.0,38,34,2952,32.8,21,4,25,13,8,8,18.3,12.3,1.7,13.9,0.61,91,29,31.9,2.77,0.88,0.14,0.45,0.14,239,426,56.1,3022,503,1.2,16,12,7,0,6,0,1,0,24,46,1.4,14,0.43,20,9,3,11,6,23.1,2,22,26,9,0,788,31,170,10,23.3,380,23,8,83,44,540,134,4,0,0,47,9,6,0,0,54,136,50.7,0.6402439024390244,0.1219512195121951,0.7621951219512194,0.3963414634146341,0.5579268292682927,0.375,0.0518292682926829,0.423780487804878,0.0185975609756097,2.774390243902439,0.8841463414634146,7.286585365853658,12.98780487804878,92.13414634146342,15.335365853658535,0.0365853658536585,0.4878048780487805,0.3658536585365854,0.2134146341463414,0.0,0.1829268292682927,0.0,0.0304878048780487,0.0,0.7317073170731708,0.6097560975609756,0.274390243902439,0.0914634146341463,0.3353658536585365,0.1829268292682927,0.0609756097560975,0.6707317073170731,0.7926829268292682,0.274390243902439,24.02439024390244,0.945121951219512,5.182926829268292,0.3048780487804878,11.585365853658535,0.7012195121951219,0.2439024390243902,2.5304878048780486,1.3414634146341462,16.463414634146343,4.085365853658536,0.1219512195121951,0.0,1.4329268292682926,0.274390243902439,0.1829268292682927,0.0,0.0,1.646341463414634,4.146341463414634,FW,,attack,1
Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,31.0,1993.0,25,22,1729,19.2,7,2,9,7,0,0,3.7,3.7,3.1,6.8,0.35,37,15,40.5,1.93,0.78,0.19,0.47,0.1,394,586,67.2,6403,1684,3.4,22,30,25,12,84,0,3,3,35,48,2.5,7,0.36,13,10,5,6,2,52.9,4,17,14,31,1,774,25,83,24,51.1,511,57,23,39,21,576,155,4,0,0,11,7,1,0,0,63,18,39.1,0.3643724696356275,0.1041064198958935,0.4684788895315211,0.3643724696356275,0.1925968768074031,0.1925968768074031,0.161364950838635,0.3539618276460382,0.0182186234817813,1.9259687680740316,0.7807981492192019,20.508964719491036,30.50318102949682,333.2967032967033,87.6576055523424,0.1769809138230191,1.1451706188548294,1.5615962984384038,1.3013302486986698,0.6246385193753615,4.372469635627531,0.0,0.1561596298438403,0.1561596298438403,1.8218623481781375,0.6766917293233082,0.5205320994794679,0.2602660497397339,0.3123192596876807,0.1041064198958935,0.2082128397917871,0.8849045691150954,0.728744939271255,1.613649508386351,40.289184499710814,1.3013302486986698,4.320416425679584,1.249277038750723,26.59919028340081,2.967032967032967,1.197223828802776,2.0300751879699246,1.0931174089068827,29.98264893001735,8.068247541931752,0.2082128397917871,0.0,0.5725853094274147,0.3643724696356275,0.0520532099479467,0.0,0.0,3.2793522267206474,0.9369577790630422,FW,DF,attack,0
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,eng Premier League,19.0,2004.0,31,14,1523,16.9,5,2,7,5,0,0,3.9,3.9,3.1,7.0,0.41,36,12,33.3,2.13,0.71,0.14,0.42,0.11,437,572,76.4,6930,1757,2.3,24,41,13,2,43,26,7,4,54,51,3.01,5,0.3,53,32,17,22,14,31.3,12,65,14,9,0,874,26,39,28,33.7,479,39,9,58,39,528,74,8,0,0,37,3,0,0,0,79,18,33.3,0.2954694681549573,0.1181877872619829,0.4136572554169402,0.2954694681549573,0.2304661851608667,0.2304661851608667,0.1831910702560735,0.4136572554169402,0.0242284963887065,2.1273801707156927,0.7091267235718975,25.82403151674327,33.80170715692712,409.52068286277085,103.827971109652,0.1359159553512803,1.418253447143795,2.42284963887065,0.7682206172028891,0.1181877872619829,2.541037426132633,1.5364412344057785,0.4136572554169402,0.2363755745239658,3.191070256073539,3.131976362442548,1.8910045961917268,1.0045961917268549,1.300065659881812,0.8273145108338805,0.7091267235718975,3.841103086014445,0.8273145108338805,0.5318450426789232,51.64806303348654,1.5364412344057785,2.304661851608667,1.654629021667761,28.30597504924491,2.304661851608667,0.5318450426789232,3.427445830597505,2.304661851608667,31.201575837163496,4.372948128693368,0.4727511490479317,0.0,2.186474064346684,0.1772816808929743,0.0,0.0,0.0,4.668417596848326,1.0636900853578464,FW,MF,attack,3
Jonathan Burkardt,de GER,FW,Mainz 05,de Bundesliga,24.0,2000.0,29,28,2109,23.4,18,2,20,16,2,2,14.8,13.2,3.1,16.3,0.76,70,28,40.0,2.99,1.19,0.23,0.57,0.19,379,523,72.5,6262,854,2.7,20,25,16,4,27,0,2,8,42,54,2.31,8,0.34,15,8,1,7,7,60.0,1,16,14,24,0,788,19,121,16,41.0,447,32,13,76,33,562,157,0,0,0,23,4,1,0,0,73,20,19.0,0.7681365576102419,0.0853485064011379,0.8534850640113799,0.6827880512091038,0.631578947368421,0.5633001422475106,0.1322901849217638,0.6955903271692746,0.0324324324324324,2.987197724039829,1.1948790896159318,16.173541963015648,22.31863442389758,267.226173541963,36.44381223328592,0.1152204836415362,0.8534850640113799,1.0668563300142246,0.6827880512091038,0.1706970128022759,1.1522048364153628,0.0,0.0853485064011379,0.3413940256045519,1.7923186344238975,0.6401137980085349,0.3413940256045519,0.0426742532005689,0.2987197724039829,0.2987197724039829,0.0426742532005689,0.6827880512091038,0.5974395448079659,1.0241820768136558,33.627311522048366,0.8108108108108109,5.163584637268848,0.6827880512091038,19.07539118065434,1.3655761024182076,0.5547652916073968,3.2432432432432434,1.4082503556187769,23.98293029871977,6.699857752489331,0.0,0.0,0.9815078236130867,0.1706970128022759,0.0426742532005689,0.0,0.0,3.1152204836415365,0.8534850640113799,FW,,attack,4
Oliver Burke,sct SCO,FW,Werder Bremen,de Bundesliga,27.0,1997.0,25,9,908,10.1,5,0,5,5,0,0,4.1,4.1,1.7,5.8,0.57,35,12,34.3,3.47,1.19,0.14,0.42,0.12,179,299,59.9,2061,379,1.1,14,5,7,3,20,0,0,0,15,33,3.27,2,0.2,11,4,5,1,5,66.7,2,13,6,16,0,440,5,79,7,58.3,246,22,14,38,13,329,88,4,0,0,12,1,0,0,0,26,40,65.6,0.4955947136563877,0.0,0.4955947136563877,0.4955947136563877,0.4063876651982378,0.4063876651982378,0.1685022026431717,0.5748898678414096,0.0564977973568281,3.4691629955947136,1.1894273127753303,17.74229074889868,29.636563876651984,204.284140969163,37.56607929515419,0.1090308370044053,1.3876651982378854,0.4955947136563877,0.6938325991189427,0.2973568281938326,1.9823788546255507,0.0,0.0,0.0,1.486784140969163,1.090308370044053,0.3964757709251101,0.4955947136563877,0.0991189427312775,0.4955947136563877,0.198237885462555,1.288546255506608,0.5947136563876653,1.5859030837004406,43.61233480176212,0.4955947136563877,7.830396475770924,0.6938325991189427,24.38325991189427,2.180616740088106,1.3876651982378854,3.766519823788546,1.288546255506608,32.610132158590304,8.722466960352424,0.3964757709251101,0.0,1.1894273127753303,0.0991189427312775,0.0,0.0,0.0,2.577092511013216,3.9647577092511015,FW,,attack,4
Wes Burns,wls WAL,"FW,DF",Ipswich Town,eng Premier League,29.0,1994.0,18,12,926,10.3,0,1,1,0,0,0,0.5,0.5,1.6,2.2,0.21,7,1,14.3,0.68,0.1,0.0,0.0,0.07,153,253,60.5,2416,597,1.2,10,8,8,7,46,0,0,1,8,16,1.55,1,0.1,13,11,1,9,3,40.0,10,23,13,24,2,350,21,18,9,37.5,216,38,10,17,13,220,65,1,0,0,4,2,0,0,0,50,8,27.6,0.0,0.0971922246220302,0.0971922246220302,0.0,0.0485961123110151,0.0485961123110151,0.1555075593952484,0.2138228941684665,0.0204103671706263,0.6803455723542117,0.0971922246220302,14.870410367170626,24.58963282937365,234.81641468682503,58.02375809935205,0.1166306695464362,0.9719222462203024,0.7775377969762419,0.7775377969762419,0.6803455723542117,4.470842332613391,0.0,0.0,0.0971922246220302,0.7775377969762419,1.263498920086393,1.0691144708423326,0.0971922246220302,0.8747300215982722,0.2915766738660907,0.9719222462203024,2.235421166306696,1.263498920086393,2.3326133909287257,34.01727861771058,2.041036717062635,1.7494600431965444,0.8747300215982722,20.993520518358533,3.6933045356371488,0.9719222462203024,1.652267818574514,1.263498920086393,21.382289416846653,6.317494600431965,0.0971922246220302,0.0,0.3887688984881209,0.1943844492440604,0.0,0.0,0.0,4.859611231101511,0.7775377969762419,FW,DF,attack,3
Rémy Cabella,fr FRA,"FW,MF",Lille,fr Ligue 1,34.0,1990.0,23,12,1011,11.2,1,2,3,1,0,0,4.0,4.0,2.3,6.2,0.55,30,7,23.3,2.67,0.62,0.03,0.14,0.13,628,762,82.4,8904,2413,3.1,26,39,25,8,60,34,0,0,77,60,5.33,6,0.53,39,19,16,13,10,57.6,8,47,5,9,0,900,6,51,19,50.0,546,45,12,16,10,667,130,1,0,0,16,4,1,1,0,63,3,27.3,0.0890207715133531,0.1780415430267062,0.2670623145400593,0.0890207715133531,0.3560830860534124,0.3560830860534124,0.2047477744807121,0.5519287833827893,0.0489614243323442,2.6706231454005938,0.6231454005934718,55.90504451038576,67.83382789317508,792.6409495548961,214.80712166172103,0.2759643916913946,2.314540059347181,3.471810089020772,2.225519287833828,0.7121661721068249,5.341246290801188,3.026706231454006,0.0,0.0,6.85459940652819,3.471810089020772,1.6913946587537092,1.4243323442136495,1.1572700296735905,0.890207715133531,0.7121661721068249,4.183976261127596,0.4451038575667655,0.8011869436201781,80.1186943620178,0.5341246290801187,4.540059347181009,1.6913946587537092,48.6053412462908,4.005934718100891,1.0682492581602374,1.4243323442136495,0.890207715133531,59.37685459940653,11.572700296735905,0.0890207715133531,0.0,1.4243323442136495,0.3560830860534124,0.0890207715133531,0.0890207715133531,0.0,5.608308605341247,0.2670623145400593,FW,MF,attack,0
Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27.0,1997.0,26,19,1609,17.9,3,1,4,3,0,0,6.7,6.7,0.6,7.4,0.41,50,19,38.0,2.8,1.06,0.06,0.16,0.14,181,289,62.6,2113,498,0.7,7,20,5,1,6,0,0,1,20,26,1.46,4,0.22,9,7,1,4,4,33.3,7,16,23,12,0,520,26,88,10,40.0,280,23,17,77,33,417,112,2,0,0,27,3,0,0,0,35,85,51.2,0.1678060907395898,0.0559353635798632,0.223741454319453,0.1678060907395898,0.3747669359850839,0.3747669359850839,0.0335612181479179,0.4139216904909882,0.0229334990677439,2.7967681789931635,1.062771908017402,10.124300807955253,16.165320074580485,118.19142324425108,27.85581106277191,0.0391547545059042,0.3915475450590429,1.1187072715972657,0.2796768178993163,0.0559353635798632,0.3356121814791796,0.0,0.0,0.0559353635798632,1.1187072715972657,0.5034182722187694,0.3915475450590429,0.0559353635798632,0.223741454319453,0.223741454319453,0.3915475450590429,0.8949658172778122,1.2865133623368552,0.6712243629583592,29.086389061528894,1.454319453076445,4.922311995027967,0.5593536357986327,15.661901802361715,1.2865133623368552,0.9509011808576756,4.307022995649472,1.845866998135488,23.325046612802986,6.264760720944686,0.1118707271597265,0.0,1.510254816656308,0.1678060907395898,0.0,0.0,0.0,1.9577377252952144,4.7545059042883775,FW,,attack,1
Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23.0,2001.0,23,14,1134,12.6,3,2,5,3,0,0,4.1,4.1,2.0,6.1,0.48,32,9,28.1,2.54,0.71,0.09,0.33,0.13,207,263,78.7,2869,452,1.1,19,12,7,0,6,0,7,2,27,38,3.02,5,0.4,9,3,2,5,2,66.7,4,13,16,12,0,398,17,46,13,56.5,222,20,8,38,23,308,68,2,0,0,11,1,0,0,0,32,11,29.7,0.238095238095238,0.1587301587301587,0.3968253968253968,0.238095238095238,0.3253968253968253,0.3253968253968253,0.1587301587301587,0.4841269841269841,0.038095238095238,2.5396825396825395,0.7142857142857142,16.428571428571427,20.873015873015877,227.69841269841268,35.87301587301587,0.0873015873015873,1.507936507936508,0.9523809523809524,0.5555555555555556,0.0,0.4761904761904761,0.0,0.5555555555555556,0.1587301587301587,2.142857142857143,0.7142857142857142,0.238095238095238,0.1587301587301587,0.3968253968253968,0.1587301587301587,0.3174603174603174,1.0317460317460316,1.2698412698412698,0.9523809523809524,31.587301587301585,1.349206349206349,3.6507936507936503,1.0317460317460316,17.619047619047617,1.5873015873015872,0.6349206349206349,3.015873015873016,1.8253968253968251,24.444444444444443,5.396825396825396,0.1587301587301587,0.0,0.873015873015873,0.0793650793650793,0.0,0.0,0.0,2.5396825396825395,0.873015873015873,FW,,attack,3
Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,22.0,2002.0,27,19,1424,15.8,3,0,3,3,0,0,2.7,2.7,0.7,3.4,0.21,22,7,31.8,1.39,0.44,0.14,0.43,0.12,211,313,67.4,2943,842,0.7,11,16,7,5,21,2,4,4,24,27,1.71,3,0.19,26,16,15,9,2,34.4,13,39,30,10,0,531,20,40,28,40.0,314,40,16,34,24,348,79,2,1,0,26,5,0,0,0,55,29,50.9,0.1896067415730337,0.0,0.1896067415730337,0.1896067415730337,0.1706460674157303,0.1706460674157303,0.0442415730337078,0.2148876404494382,0.0132724719101123,1.3904494382022472,0.4424157303370786,13.33567415730337,19.782303370786515,186.0042134831461,53.21629213483146,0.0442415730337078,0.6952247191011236,1.0112359550561798,0.4424157303370786,0.3160112359550561,1.327247191011236,0.1264044943820224,0.2528089887640449,0.2528089887640449,1.5168539325842696,1.643258426966292,1.0112359550561798,0.9480337078651684,0.5688202247191011,0.1264044943820224,0.821629213483146,2.4648876404494384,1.896067415730337,0.6320224719101123,33.56039325842697,1.2640449438202246,2.528089887640449,1.7696629213483146,19.84550561797753,2.528089887640449,1.0112359550561798,2.148876404494382,1.5168539325842696,21.99438202247191,4.992977528089887,0.1264044943820224,0.0632022471910112,1.643258426966292,0.3160112359550561,0.0,0.0,0.0,3.4761235955056176,1.832865168539326,FW,MF,attack,3
Irvin Cardona,fr FRA,FW,Saint-Étienne,fr Ligue 1,26.0,1997.0,15,13,1063,11.8,5,3,8,5,0,1,4.5,3.7,1.4,5.0,0.54,23,10,43.5,1.95,0.85,0.22,0.5,0.18,255,381,66.9,3519,853,1.6,15,11,16,3,31,0,3,0,32,25,2.31,3,0.28,6,5,3,3,0,14.3,4,10,6,13,2,497,11,53,6,27.3,283,30,10,38,12,395,135,2,0,0,12,0,0,0,0,26,10,55.6,0.4233301975540922,0.2539981185324553,0.6773283160865475,0.4233301975540922,0.3809971777986829,0.3132643461900282,0.1185324553151458,0.4233301975540922,0.0457196613358419,1.947318908748824,0.8466603951081844,21.589840075258703,32.25776105362183,297.9397930385701,72.22013170272812,0.1354656632173095,1.2699905926622763,0.9313264346190028,1.354656632173095,0.2539981185324553,2.624647224835372,0.0,0.2539981185324553,0.0,2.70931326434619,0.5079962370649107,0.4233301975540922,0.2539981185324553,0.2539981185324553,0.0,0.3386641580432737,0.8466603951081844,0.5079962370649107,1.1006585136406395,42.07902163687677,0.9313264346190028,4.487300094073377,0.5079962370649107,23.96048918156162,2.539981185324553,0.8466603951081844,3.217309501411101,1.0159924741298214,33.44308560677328,11.429915333960489,0.1693320790216368,0.0,1.0159924741298214,0.0,0.0,0.0,0.0,2.2013170272812794,0.8466603951081844,FW,,attack,1
Josué Casimir,fr FRA,"FW,MF",Le Havre,fr Ligue 1,22.0,2001.0,27,23,1997,22.2,4,4,8,4,0,0,3.3,3.3,3.4,6.7,0.3,27,9,33.3,1.22,0.41,0.15,0.44,0.12,410,597,68.7,6606,1453,2.2,26,22,13,7,85,5,2,3,41,60,2.7,8,0.36,37,26,15,15,7,50.0,7,44,35,25,1,814,23,76,22,45.8,465,71,28,47,30,526,151,5,0,0,28,9,3,0,0,83,9,28.1,0.1802704056084126,0.1802704056084126,0.3605408112168252,0.1802704056084126,0.1487230846269404,0.1487230846269404,0.1532298447671507,0.3019529293940912,0.0135202804206309,1.2168252378567852,0.4056084126189284,18.47771657486229,26.905358037055585,297.71657486229344,65.48322483725588,0.0991487230846269,1.171757636454682,0.9914872308462694,0.585878818227341,0.3154732098147221,3.830746119178768,0.2253380070105158,0.0901352028042063,0.1352028042063094,1.8477716574862293,1.6675012518778167,1.171757636454682,0.6760140210315473,0.6760140210315473,0.3154732098147221,0.3154732098147221,1.9829744616925389,1.5773660490736103,1.1266900350525788,36.68502754131197,1.0365548322483726,3.42513770655984,0.9914872308462694,20.956434651977965,3.199799699549324,1.2618928392588884,2.118177265898848,1.3520280420630946,23.70555833750626,6.805207811717577,0.2253380070105158,0.0,1.2618928392588884,0.4056084126189284,0.1352028042063094,0.0,0.0,3.740610916374562,0.4056084126189284,FW,MF,attack,3
Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,25.0,1998.0,29,28,2384,26.5,10,3,13,8,2,3,13.4,11.3,3.6,14.9,0.64,105,36,34.3,3.96,1.36,0.08,0.22,0.11,366,541,67.7,5170,1247,2.6,26,48,14,2,25,0,9,1,66,73,2.76,14,0.53,13,6,2,4,7,10.0,6,19,25,20,0,835,20,155,16,43.2,423,27,15,55,29,618,149,9,1,0,38,5,1,0,0,51,68,53.1,0.3775167785234899,0.1132550335570469,0.4907718120805369,0.3020134228187919,0.5058724832214766,0.4265939597315437,0.1359060402684563,0.5625,0.0241610738255033,3.963926174496644,1.359060402684564,13.81711409395973,20.423657718120808,195.1761744966443,47.07634228187919,0.0981543624161074,0.9815436241610738,1.8120805369127515,0.5285234899328859,0.0755033557046979,0.9437919463087248,0.0,0.3397651006711409,0.0377516778523489,2.4916107382550337,0.4907718120805369,0.2265100671140939,0.0755033557046979,0.1510067114093959,0.2642617449664429,0.2265100671140939,0.7172818791946309,0.9437919463087248,0.7550335570469798,31.52265100671141,0.7550335570469798,5.851510067114094,0.6040268456375839,15.968959731543624,1.0192953020134228,0.5662751677852349,2.0763422818791946,1.0947986577181208,23.33053691275168,5.625,0.3397651006711409,0.0377516778523489,1.434563758389262,0.1887583892617449,0.0377516778523489,0.0,0.0,1.9253355704697988,2.567114093959732,FW,,attack,4
Santiago Castro,ar ARG,FW,Bologna,it Serie A,19.0,2004.0,36,27,2294,25.5,8,4,12,8,0,1,7.7,6.9,2.9,9.8,0.41,62,20,32.3,2.43,0.78,0.13,0.4,0.11,354,461,76.8,6386,993,1.5,28,23,8,0,8,0,5,9,39,69,2.71,11,0.43,18,10,4,9,5,35.3,3,21,20,10,0,722,23,101,18,41.9,428,17,8,70,64,519,136,7,0,0,49,8,0,0,1,69,37,35.2,0.3138622493461203,0.1569311246730601,0.4707933740191805,0.3138622493461203,0.3020924149956408,0.2707061900610288,0.1137750653879686,0.3844812554489974,0.0160854402789886,2.4324324324324325,0.7846556233653007,13.888404533565824,18.086312118570184,250.54054054054052,38.95815170008719,0.0588491717523975,1.098517872711421,0.902353966870096,0.3138622493461203,0.0,0.3138622493461203,0.0,0.1961639058413251,0.3530950305143853,1.5300784655623365,0.7061900610287707,0.3923278116826503,0.1569311246730601,0.3530950305143853,0.1961639058413251,0.1176983435047951,0.8238884045335657,0.7846556233653007,0.3923278116826503,28.32606800348736,0.902353966870096,3.962510897994769,0.7061900610287707,16.791630340017438,0.6669572798605057,0.3138622493461203,2.7462946817785525,2.5108979947689627,20.361813426329554,5.335658238884045,0.2746294681778553,0.0,1.922406277244987,0.3138622493461203,0.0,0.0,0.039232781168265,2.707061900610288,1.4516129032258065,FW,,attack,1
