Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90
Mika Mármol,es ESP,DF,Las Palmas,es La Liga,23.0,2001.0,30,27,2399,26.7,0,1,1,0,0,0,0.4,0.4,1.5,1.9,0.07,10,0,0.0,0.38,0.0,0.0,,0.04,1112,1495,74.4,20092,8991,2.0,16,119,16,7,57,0,0,7,106,39,1.46,4,0.15,61,29,35,24,2,65.4,38,99,121,24,2,1820,145,16,7,46.7,793,33,1,15,5,1065,62,5,0,0,33,0,0,1,0,78,28,57.1,0.0,0.03751563151313047,0.03751563151313047,0.0,0.01500625260525219,0.01500625260525219,0.05627344726969571,0.0712796998749479,0.002626094205919133,0.3751563151313047,0.0,41.71738224260108,56.085869112130055,753.7640683618174,337.30304293455606,0.07503126302626094,0.6002501042100875,4.464360150062526,0.6002501042100875,0.2626094205919133,2.138390996248437,0.0,0.0,0.2626094205919133,3.9766569403918304,2.2884535223009586,1.0879533138807838,1.3130471029595665,0.9003751563151313,0.07503126302626094,1.4255939974989578,3.7140475197999168,4.539391413088787,0.9003751563151313,68.27844935389746,5.439766569403918,0.6002501042100875,0.2626094205919133,29.749895789912465,1.2380158399333054,0.03751563151313047,0.5627344726969571,0.18757815756565235,39.95414756148395,2.325969153814089,0.18757815756565235,0.0,1.2380158399333054,0.0,0.0,0.03751563151313047,0.0,2.9262192580241764,1.0504376823676531
Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,25.0,1999.0,16,14,1175,13.1,7,0,7,7,0,0,5.5,5.5,2.8,8.3,0.64,49,17,34.7,3.75,1.3,0.14,0.41,0.11,252,318,79.2,3443,849,2.1,15,10,29,4,28,14,2,0,37,39,2.99,2,0.15,13,8,2,9,2,50.0,6,19,3,3,0,504,6,68,20,43.5,320,29,15,45,19,361,78,0,0,0,15,7,1,0,0,37,5,31.3,0.5361702127659574,0.0,0.5361702127659574,0.5361702127659574,0.4212765957446809,0.4212765957446809,0.214468085106383,0.635744680851064,0.049021276595744685,3.7531914893617024,1.3021276595744682,19.30212765957447,24.35744680851064,263.7191489361702,65.02978723404256,0.16085106382978726,1.1489361702127658,0.7659574468085106,2.221276595744681,0.30638297872340425,2.1446808510638298,1.0723404255319149,0.15319148936170213,0.0,2.8340425531914897,0.9957446808510638,0.6127659574468085,0.15319148936170213,0.6893617021276596,0.15319148936170213,0.4595744680851064,1.45531914893617,0.2297872340425532,0.2297872340425532,38.60425531914894,0.4595744680851064,5.208510638297873,1.5319148936170213,24.51063829787234,2.221276595744681,1.1489361702127658,3.4468085106382977,1.45531914893617,27.651063829787233,5.974468085106382,0.0,0.0,1.1489361702127658,0.5361702127659574,0.07659574468085106,0.0,0.0,2.8340425531914897,0.3829787234042553
Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25.0,1999.0,17,17,1448,16.1,15,9,24,13,2,2,8.8,7.3,6.2,13.5,0.94,75,34,45.3,4.66,2.11,0.17,0.38,0.1,300,430,69.8,4868,1774,4.1,34,30,22,1,78,50,5,2,50,91,5.66,21,1.31,12,8,0,3,9,42.9,2,14,2,10,0,671,1,109,46,45.5,442,73,45,66,37,483,125,2,0,0,8,9,1,0,0,51,7,33.3,0.9323204419889503,0.5593922651933702,1.4917127071823204,0.8080110497237569,0.5469613259668509,0.4537292817679558,0.3853591160220995,0.8390883977900553,0.05842541436464088,4.661602209944752,2.113259668508287,18.646408839779006,26.726519337016573,302.56906077348066,110.2624309392265,0.2548342541436464,2.113259668508287,1.8646408839779005,1.367403314917127,0.06215469613259668,4.848066298342541,3.1077348066298343,0.31077348066298344,0.12430939226519336,3.1077348066298343,0.7458563535911602,0.49723756906077343,0.0,0.18646408839779005,0.5593922651933702,0.12430939226519336,0.8701657458563535,0.12430939226519336,0.6215469613259669,41.70580110497237,0.06215469613259668,6.774861878453039,2.859116022099448,27.472375690607738,4.537292817679559,2.796961325966851,4.102209944751381,2.2997237569060776,30.0207182320442,7.769337016574585,0.12430939226519336,0.0,0.49723756906077343,0.5593922651933702,0.06215469613259668,0.0,0.0,3.1698895027624308,0.43508287292817677
Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30.0,1994.0,22,19,1725,19.2,2,0,2,2,0,0,1.1,1.1,0.8,1.9,0.1,8,3,37.5,0.42,0.16,0.25,0.67,0.14,1736,1830,94.9,33775,10072,1.0,9,184,4,1,3,0,3,13,151,31,1.62,1,0.05,30,19,8,16,6,75.8,11,41,64,6,0,1990,179,13,3,75.0,1335,29,0,4,1,1603,4,3,0,0,18,0,0,1,0,103,32,65.3,0.10434782608695652,0.0,0.10434782608695652,0.10434782608695652,0.05739130434782609,0.05739130434782609,0.04173913043478261,0.0991304347826087,0.0052173913043478265,0.41739130434782606,0.1565217391304348,90.57391304347826,95.47826086956522,1762.1739130434783,525.4956521739131,0.05217391304347826,0.4695652173913044,9.600000000000001,0.20869565217391303,0.05217391304347826,0.1565217391304348,0.0,0.1565217391304348,0.6782608695652174,7.878260869565217,1.565217391304348,0.991304347826087,0.41739130434782606,0.8347826086956521,0.3130434782608696,0.5739130434782609,2.139130434782609,3.3391304347826085,0.3130434782608696,103.82608695652173,9.339130434782609,0.6782608695652174,0.1565217391304348,69.65217391304347,1.5130434782608697,0.0,0.20869565217391303,0.05217391304347826,83.63478260869564,0.20869565217391303,0.1565217391304348,0.0,0.9391304347826088,0.0,0.0,0.05217391304347826,0.0,5.373913043478261,1.6695652173913043
Aarón Martín,es ESP,DF,Genoa,it Serie A,27.0,1997.0,36,35,3085,34.3,0,8,8,0,0,0,0.9,0.9,5.5,6.4,0.19,16,4,25.0,0.47,0.12,0.0,0.0,0.06,1221,1685,72.5,23065,8738,6.1,65,77,30,21,256,106,0,3,90,95,2.77,13,0.38,71,47,41,26,4,64.7,19,90,73,30,1,1951,87,20,12,44.4,878,50,4,22,17,1039,108,5,0,0,38,2,0,1,0,146,20,37.7,0.0,0.23338735818476497,0.23338735818476497,0.0,0.026256077795786065,0.026256077795786065,0.16045380875202592,0.186709886547812,0.005542949756888169,0.46677471636952994,0.11669367909238249,35.620745542949756,49.15721231766612,672.8849270664506,254.91734197730958,0.17795786061588328,1.8962722852512155,2.246353322528363,0.8752025931928687,0.612641815235008,7.468395461912479,3.092382495948136,0.0,0.08752025931928686,2.625607779578606,2.0713128038897892,1.3711507293354943,1.1961102106969206,0.7585089141004863,0.11669367909238249,0.5542949756888168,2.625607779578606,2.1296596434359807,0.8752025931928687,56.91734197730956,2.5380875202593196,0.5834683954619124,0.35008103727714746,25.614262560777956,1.458670988654781,0.11669367909238249,0.6418152350081037,0.49594813614262556,30.31118314424635,3.1507293354943275,0.1458670988654781,0.0,1.1085899513776336,0.05834683954619124,0.0,0.02917341977309562,0.0,4.259319286871961,0.5834683954619124
Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22.0,2002.0,26,16,1333,14.8,2,2,4,2,0,0,2.3,2.3,2.7,5.0,0.34,26,12,46.2,1.76,0.81,0.08,0.17,0.09,261,400,65.3,3767,914,1.4,13,15,7,4,24,0,4,2,21,29,1.96,3,0.2,43,21,18,16,9,26.5,5,48,20,23,0,612,21,40,9,25.0,305,13,4,32,19,375,67,3,0,0,32,2,0,0,0,55,15,44.1,0.1350337584396099,0.1350337584396099,0.2700675168792198,0.1350337584396099,0.15528882220555137,0.15528882220555137,0.18229557389347337,0.33758439609902474,0.022955738934733686,1.7554388597149289,0.8102025506376593,17.621905476369093,27.00675168792198,254.33608402100526,61.710427606901725,0.09452363090772693,0.8777194298574644,1.0127531882970742,0.47261815453863465,0.2700675168792198,1.6204051012753187,0.0,0.2700675168792198,0.1350337584396099,1.4178544636159038,2.903225806451613,1.4178544636159038,1.215303825956489,1.0802700675168793,0.6076519129782445,0.33758439609902474,3.2408102025506373,1.350337584396099,1.552888222055514,41.32033008252063,1.4178544636159038,2.700675168792198,0.6076519129782445,20.59264816204051,0.8777194298574644,0.2700675168792198,2.1605401350337585,1.282820705176294,25.318829707426854,4.523630907726932,0.20255063765941483,0.0,2.1605401350337585,0.1350337584396099,0.0,0.0,0.0,3.7134283570892723,1.0127531882970742
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22.0,2002.0,28,11,1038,11.5,1,3,4,1,0,0,0.5,0.5,1.1,1.6,0.14,7,2,28.6,0.61,0.17,0.14,0.5,0.07,656,789,83.1,9965,2760,1.7,12,27,16,4,36,0,1,1,40,27,2.34,3,0.26,22,10,10,7,5,68.8,13,35,27,23,0,909,29,19,4,36.4,413,10,1,7,4,586,122,2,0,0,14,1,0,0,0,42,14,70.0,0.08670520231213873,0.26011560693641617,0.3468208092485549,0.08670520231213873,0.04335260115606936,0.04335260115606936,0.09537572254335262,0.13872832369942198,0.012138728323699423,0.6069364161849711,0.17341040462427745,56.878612716763,68.41040462427746,864.0173410404624,239.30635838150286,0.14739884393063582,1.0404624277456647,2.341040462427746,1.3872832369942196,0.3468208092485549,3.1213872832369938,0.0,0.08670520231213873,0.08670520231213873,3.4682080924855487,1.9075144508670518,0.8670520231213872,0.8670520231213872,0.6069364161849711,0.4335260115606936,1.1271676300578035,3.034682080924856,2.341040462427746,1.9942196531791907,78.8150289017341,2.514450867052023,1.647398843930636,0.3468208092485549,35.809248554913296,0.8670520231213872,0.08670520231213873,0.6069364161849711,0.3468208092485549,50.809248554913296,10.578034682080926,0.17341040462427745,0.0,1.2138728323699421,0.08670520231213873,0.0,0.0,0.0,3.6416184971098264,1.2138728323699421
Iván Martín,es ESP,MF,Girona,es La Liga,25.0,1999.0,32,24,2039,22.7,1,1,2,1,0,0,1.8,1.8,1.9,3.6,0.16,11,3,27.3,0.49,0.13,0.09,0.33,0.16,1251,1387,90.2,19711,3825,2.1,22,101,15,3,21,0,1,1,131,56,2.47,4,0.18,32,19,14,14,4,44.1,11,43,15,17,1,1577,35,18,25,53.2,1044,57,1,43,27,1264,76,1,0,0,21,1,0,0,0,110,4,18.2,0.04413928396272683,0.04413928396272683,0.08827856792545366,0.04413928396272683,0.07945071113290829,0.07945071113290829,0.08386463952918097,0.15890142226581658,0.007062285434036293,0.4855321235899951,0.13241785188818048,55.21824423737126,61.22118685630211,870.0294261893085,168.83276115743013,0.09269249632172634,0.9710642471799902,4.45806768023541,0.6620892594409025,0.13241785188818048,0.9269249632172633,0.0,0.04413928396272683,0.04413928396272683,5.782246199117214,1.4124570868072586,0.8386463952918097,0.6179499754781755,0.6179499754781755,0.17655713585090732,0.4855321235899951,1.8979892103972535,0.6620892594409025,0.7503678273663561,69.6076508092202,1.544874938695439,0.7945071113290828,1.1034820990681706,46.08141245708681,2.515939185875429,0.04413928396272683,1.8979892103972535,1.1917606669936245,55.79205492888671,3.354585581167239,0.04413928396272683,0.0,0.9269249632172633,0.04413928396272683,0.0,0.0,0.0,4.855321235899951,0.17655713585090732
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,18.0,2006.0,13,6,904,10.0,0,1,1,0,0,0,0.6,0.6,0.2,0.8,0.08,9,1,11.1,0.9,0.1,0.0,0.0,0.07,468,539,86.8,9130,2975,0.2,4,19,2,0,0,0,0,1,34,8,0.8,1,0.1,11,9,7,3,1,66.7,7,18,80,3,1,677,99,13,0,,375,4,0,8,0,432,0,2,0,0,20,0,0,0,0,22,53,85.5,0.0,0.09955752212389381,0.09955752212389381,0.0,0.05973451327433628,0.05973451327433628,0.019911504424778764,0.07964601769911506,0.007964601769911504,0.8960176991150443,0.09955752212389381,46.5929203539823,53.66150442477876,908.9601769911504,296.18362831858406,0.019911504424778764,0.39823008849557523,1.8915929203539825,0.19911504424778761,0.0,0.0,0.0,0.0,0.09955752212389381,3.38495575221239,1.095132743362832,0.8960176991150443,0.6969026548672567,0.29867256637168144,0.09955752212389381,0.6969026548672567,1.7920353982300885,7.964601769911504,0.29867256637168144,67.4004424778761,9.856194690265488,1.2942477876106195,0.0,37.334070796460175,0.39823008849557523,0.0,0.7964601769911505,0.0,43.008849557522126,0.0,0.19911504424778761,0.0,1.991150442477876,0.0,0.0,0.0,0.0,2.190265486725664,5.2765486725663715
Mario Martín,es ESP,MF,Valladolid,es La Liga,20.0,2004.0,30,20,1748,19.4,0,1,1,0,0,0,1.8,1.8,1.4,3.2,0.16,28,13,46.4,1.44,0.67,0.0,0.0,0.06,677,801,84.5,11986,2955,1.2,12,52,3,1,11,1,2,4,66,33,1.7,1,0.05,62,32,31,27,4,42.9,21,83,46,14,7,1083,80,25,19,50.0,558,18,2,37,23,673,22,8,3,1,50,6,0,1,0,83,31,47.7,0.0,0.05148741418764302,0.05148741418764302,0.0,0.09267734553775744,0.09267734553775744,0.07208237986270022,0.16475972540045766,0.008237986270022883,1.4416475972540046,0.6693363844393593,34.85697940503432,41.24141876430206,617.1281464530892,152.14530892448514,0.06178489702517162,0.6178489702517163,2.677345537757437,0.15446224256292906,0.05148741418764302,0.5663615560640732,0.05148741418764302,0.10297482837528604,0.20594965675057209,3.3981693363844396,3.192219679633867,1.6475972540045767,1.5961098398169336,1.3901601830663617,0.20594965675057209,1.0812356979405033,4.273455377574371,2.3684210526315788,0.7208237986270023,55.76086956521739,4.118993135011442,1.2871853546910756,0.9782608695652174,28.72997711670481,0.9267734553775744,0.10297482837528604,1.905034324942792,1.1842105263157894,34.651029748283754,1.1327231121281465,0.41189931350114417,0.15446224256292906,2.5743707093821513,0.30892448512585813,0.0,0.05148741418764302,0.0,4.273455377574371,1.5961098398169336
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23.0,2001.0,33,25,2290,25.4,8,4,12,8,0,0,7.4,7.4,5.0,12.4,0.49,55,24,43.6,2.16,0.94,0.15,0.33,0.14,499,699,71.4,7113,1534,4.7,40,11,37,15,92,3,5,2,52,74,2.91,7,0.27,23,15,9,6,8,30.4,5,28,19,37,0,994,17,182,33,30.3,670,124,64,50,38,752,289,1,0,0,16,3,0,0,0,78,17,30.4,0.314410480349345,0.1572052401746725,0.47161572052401746,0.314410480349345,0.29082969432314415,0.29082969432314415,0.1965065502183406,0.4873362445414847,0.01925764192139738,2.1615720524017465,0.9432314410480349,19.611353711790393,27.471615720524017,279.55021834061137,60.288209606986904,0.18471615720524018,1.5720524017467248,0.43231441048034935,1.4541484716157205,0.5895196506550218,3.6157205240174672,0.11790393013100436,0.1965065502183406,0.07860262008733625,2.0436681222707427,0.9039301310043668,0.5895196506550218,0.3537117903930131,0.23580786026200873,0.314410480349345,0.1965065502183406,1.1004366812227073,0.7467248908296943,1.4541484716157205,39.06550218340611,0.6681222707423581,7.152838427947598,1.296943231441048,26.331877729257645,4.873362445414847,2.51528384279476,1.965065502183406,1.4934497816593886,29.554585152838428,11.358078602620088,0.039301310043668124,0.0,0.62882096069869,0.11790393013100436,0.0,0.0,0.0,3.0655021834061134,0.6681222707423581
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21.0,2003.0,32,30,2624,29.2,2,2,4,2,0,0,1.2,1.2,2.2,3.5,0.12,19,6,31.6,0.65,0.21,0.11,0.33,0.07,1603,1855,86.4,25826,6911,1.8,18,155,14,4,58,1,6,5,162,56,1.92,6,0.21,51,28,30,15,6,50.8,31,82,76,35,2,2108,89,55,20,54.1,1183,41,5,25,14,1402,102,3,0,0,20,2,0,1,0,125,29,56.9,0.06859756097560976,0.06859756097560976,0.13719512195121952,0.06859756097560976,0.04115853658536585,0.04115853658536585,0.07545731707317074,0.12004573170731708,0.0041158536585365856,0.6516768292682927,0.20579268292682926,54.980945121951216,63.62423780487805,885.8003048780488,237.0388719512195,0.06173780487804879,0.6173780487804879,5.316310975609756,0.48018292682926833,0.13719512195121952,1.9893292682926829,0.03429878048780488,0.20579268292682926,0.17149390243902438,5.5564024390243905,1.7492378048780488,0.9603658536585367,1.0289634146341464,0.5144817073170732,0.20579268292682926,1.0632621951219512,2.8125,2.606707317073171,1.2004573170731707,72.30182926829268,3.0525914634146343,1.8864329268292683,0.6859756097560975,40.57545731707317,1.40625,0.17149390243902438,0.8574695121951219,0.48018292682926833,48.08689024390244,3.4984756097560976,0.10289634146341463,0.0,0.6859756097560975,0.06859756097560976,0.0,0.03429878048780488,0.0,4.2873475609756095,0.9946646341463414
Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33.0,1991.0,28,28,2490,27.7,0,4,4,0,0,0,0.5,0.5,2.6,3.1,0.11,13,2,15.4,0.47,0.07,0.0,0.0,0.04,2217,2435,91.0,41890,14576,1.8,16,259,9,1,8,0,3,34,260,45,1.63,9,0.33,25,14,20,5,0,72.7,18,43,108,15,1,2652,146,26,3,100.0,1711,70,0,11,3,2003,11,5,0,0,18,2,1,0,0,126,58,63.7,0.0,0.14457831325301204,0.14457831325301204,0.0,0.018072289156626505,0.018072289156626505,0.09397590361445785,0.11204819277108434,0.003975903614457831,0.46987951807228917,0.07228915662650602,80.13253012048192,88.01204819277108,1514.0963855421687,526.8433734939758,0.06506024096385542,0.5783132530120482,9.36144578313253,0.3253012048192771,0.03614457831325301,0.2891566265060241,0.0,0.10843373493975905,1.2289156626506024,9.397590361445783,0.9036144578313253,0.5060240963855422,0.7228915662650601,0.18072289156626503,0.0,0.6506024096385542,1.5542168674698795,3.9036144578313254,0.5421686746987953,95.855421686747,5.27710843373494,0.9397590361445783,0.10843373493975905,61.84337349397591,2.5301204819277108,0.0,0.3975903614457831,0.10843373493975905,72.39759036144578,0.3975903614457831,0.18072289156626503,0.0,0.6506024096385542,0.07228915662650602,0.03614457831325301,0.0,0.0,4.554216867469879,2.0963855421686746
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26.0,1997.0,30,30,2474,27.5,12,3,15,12,0,0,13.5,13.5,4.3,17.8,0.62,99,33,33.3,3.6,1.2,0.12,0.36,0.13,472,634,74.4,7494,1609,4.3,36,41,22,1,11,0,9,10,68,77,2.7,8,0.28,30,16,10,12,8,52.0,10,40,15,21,0,981,15,162,17,36.2,625,34,12,70,54,754,197,1,0,0,41,4,0,0,0,73,35,47.9,0.4365400161681488,0.1091350040420372,0.5456750202101859,0.4365400161681488,0.4911075181891673,0.4911075181891673,0.15642683912691996,0.6475343573160873,0.022554567502021016,3.6014551333872276,1.2004850444624091,17.170573969280518,23.063864187550525,272.6192400970089,58.53274050121261,0.15642683912691996,1.3096200485044462,1.4915117219078415,0.8003233629749394,0.03637833468067906,0.4001616814874697,0.0,0.32740501212611156,0.36378334680679064,2.473726758286176,1.0913500404203718,0.582053354890865,0.36378334680679064,0.4365400161681488,0.2910266774454325,0.36378334680679064,1.4551333872271626,0.5456750202101859,0.7639450282942603,35.68714632174616,0.5456750202101859,5.893290218270008,0.618431689571544,22.736459175424415,1.236863379143088,0.4365400161681488,2.5464834276475345,1.9644300727566693,27.42926434923201,7.166531932093775,0.03637833468067906,0.0,1.4915117219078415,0.14551333872271624,0.0,0.0,0.0,2.6556184316895717,1.2732417138237673
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26.0,1998.0,20,20,1751,19.5,2,1,3,2,0,0,1.3,1.3,1.1,2.4,0.13,17,6,35.3,0.87,0.31,0.12,0.33,0.08,1200,1342,89.4,20292,7055,1.3,9,91,18,2,9,0,5,3,117,26,1.34,2,0.1,40,24,25,12,3,58.3,32,72,57,7,1,1524,156,18,6,85.7,1017,23,2,1,3,1069,7,7,0,0,22,0,0,0,0,81,16,55.2,0.10279840091376356,0.05139920045688178,0.15419760137064534,0.10279840091376356,0.06681896059394632,0.06681896059394632,0.05653912050256996,0.12335808109651628,0.006681896059394632,0.8737864077669902,0.3083952027412907,61.679040548258136,68.97772701313535,1042.9925756710452,362.621359223301,0.06681896059394632,0.46259280411193604,4.677327241576242,0.9251856082238721,0.10279840091376356,0.46259280411193604,0.0,0.2569960022844089,0.15419760137064534,6.0137064534551685,2.055968018275271,1.2335808109651627,1.2849800114220447,0.6167904054825813,0.15419760137064534,1.644774414620217,3.7007424328954883,2.9297544260422614,0.35979440319817246,78.33238149628784,8.018275271273557,0.9251856082238721,0.3083952027412907,52.27298686464877,1.182181610508281,0.10279840091376356,0.05139920045688178,0.15419760137064534,54.94574528840662,0.35979440319817246,0.35979440319817246,0.0,1.1307824100513992,0.0,0.0,0.0,0.0,4.163335237007424,0.8223872073101085
Toni Martínez,es ESP,FW,Alavés,es La Liga,27.0,1997.0,28,9,1012,11.2,4,0,4,4,0,0,3.6,3.6,0.6,4.2,0.37,46,15,32.6,4.09,1.33,0.09,0.27,0.08,140,240,58.3,1676,280,0.9,11,11,4,1,7,0,2,3,11,27,2.4,1,0.09,12,7,5,4,3,50.0,1,13,15,2,0,401,15,70,9,60.0,162,13,7,41,11,272,57,1,0,0,17,2,0,1,0,30,79,53.7,0.3557312252964427,0.0,0.3557312252964427,0.3557312252964427,0.32015810276679846,0.32015810276679846,0.0533596837944664,0.37351778656126483,0.032905138339920946,4.090909090909091,1.33399209486166,12.450592885375494,21.34387351778656,149.0513833992095,24.90118577075099,0.08003952569169961,0.9782608695652174,0.9782608695652174,0.3557312252964427,0.08893280632411067,0.6225296442687747,0.0,0.17786561264822134,0.266798418972332,0.9782608695652174,1.067193675889328,0.6225296442687747,0.44466403162055335,0.3557312252964427,0.266798418972332,0.08893280632411067,1.1561264822134387,1.33399209486166,0.17786561264822134,35.662055335968375,1.33399209486166,6.225296442687747,0.8003952569169961,14.407114624505928,1.1561264822134387,0.6225296442687747,3.6462450592885376,0.9782608695652174,24.1897233201581,5.069169960474309,0.08893280632411067,0.0,1.5118577075098814,0.17786561264822134,0.0,0.08893280632411067,0.0,2.66798418972332,7.025691699604742
Adam Marušić,me MNE,DF,Lazio,it Serie A,31.0,1992.0,35,26,2337,26.0,4,0,4,4,0,0,2.0,2.0,0.6,2.6,0.1,23,10,43.5,0.89,0.39,0.17,0.4,0.09,1053,1240,84.9,16214,5156,0.6,13,72,16,9,54,0,0,3,84,33,1.27,3,0.12,32,20,18,12,2,60.0,16,48,61,15,0,1433,76,31,10,43.5,683,23,0,12,13,926,108,1,0,0,20,0,0,0,1,83,29,52.7,0.1540436456996149,0.0,0.1540436456996149,0.1540436456996149,0.07702182284980745,0.07702182284980745,0.023106546854942234,0.10012836970474968,0.003851091142490373,0.8857509627727855,0.38510911424903727,40.55198973042362,47.753530166880616,624.415917843389,198.5622593068036,0.023106546854942234,0.5006418485237484,2.772785622593068,0.6161745827984596,0.3465982028241335,2.079589216944801,0.0,0.0,0.11553273427471115,3.234916559691913,1.2323491655969192,0.7702182284980745,0.693196405648267,0.4621309370988446,0.07702182284980745,0.6161745827984596,1.8485237483953785,2.349165596919127,0.5776636713735559,55.186136071887034,2.9268292682926833,1.1938382541720154,0.38510911424903727,26.302952503209244,0.8857509627727855,0.0,0.4621309370988446,0.5006418485237484,35.66110397946085,4.159178433889602,0.038510911424903725,0.0,0.7702182284980745,0.0,0.0,0.0,0.038510911424903725,3.1964056482670093,1.116816431322208
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24.0,2000.0,23,9,1038,11.5,0,0,0,0,0,0,0.2,0.2,1.1,1.3,0.12,5,0,0.0,0.43,0.0,0.0,,0.04,370,502,73.7,6233,1918,1.2,6,24,14,10,52,0,0,0,30,14,1.21,2,0.17,25,13,12,9,4,42.3,15,40,34,19,0,658,32,19,2,11.1,309,29,1,26,8,347,72,4,0,0,20,0,0,1,0,53,10,37.0,0.0,0.0,0.0,0.0,0.017341040462427747,0.017341040462427747,0.09537572254335262,0.11271676300578035,0.010404624277456647,0.4335260115606936,0.0,32.08092485549133,43.52601156069365,540.4335260115606,166.30057803468208,0.10404624277456646,0.5202312138728323,2.0809248554913293,1.2138728323699421,0.8670520231213872,4.508670520231214,0.0,0.0,0.0,2.601156069364162,2.167630057803468,1.1271676300578035,1.0404624277456647,0.7803468208092484,0.3468208092485549,1.300578034682081,3.4682080924855487,2.947976878612717,1.647398843930636,57.052023121387286,2.7745664739884393,1.647398843930636,0.17341040462427745,26.791907514450866,2.514450867052023,0.08670520231213873,2.254335260115607,0.6936416184971098,30.08670520231214,6.2427745664739875,0.3468208092485549,0.0,1.7341040462427744,0.0,0.0,0.08670520231213873,0.0,4.595375722543353,0.8670520231213872
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31.0,1993.0,32,21,1992,22.1,1,0,1,1,0,0,0.5,0.5,0.2,0.7,0.03,9,2,22.2,0.41,0.09,0.11,0.5,0.05,809,963,84.0,14242,3936,0.3,3,72,3,0,5,0,1,9,75,15,0.68,0,0.0,27,13,13,13,1,40.0,49,76,59,10,3,1189,98,10,10,66.7,589,10,1,11,9,727,12,5,1,0,30,1,0,0,0,90,44,63.8,0.04518072289156626,0.0,0.04518072289156626,0.04518072289156626,0.02259036144578313,0.02259036144578313,0.009036144578313253,0.03162650602409638,0.001355421686746988,0.4066265060240964,0.09036144578313252,36.55120481927711,43.50903614457832,643.4638554216867,177.8313253012048,0.013554216867469878,0.13554216867469882,3.253012048192771,0.13554216867469882,0.0,0.22590361445783133,0.0,0.04518072289156626,0.4066265060240964,3.3885542168674703,1.2198795180722892,0.5873493975903614,0.5873493975903614,0.5873493975903614,0.04518072289156626,2.213855421686747,3.433734939759036,2.6656626506024095,0.45180722891566266,53.71987951807229,4.427710843373494,0.45180722891566266,0.45180722891566266,26.61144578313253,0.45180722891566266,0.04518072289156626,0.49698795180722893,0.4066265060240964,32.846385542168676,0.5421686746987953,0.22590361445783133,0.04518072289156626,1.355421686746988,0.04518072289156626,0.0,0.0,0.0,4.066265060240964,1.9879518072289157
