Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90
Davide Frattesi,it ITA,MF,Inter,it Serie A,24.0,1999.0,27,9,1158,12.9,5,1,6,5,0,0,4.0,4.0,0.8,4.8,0.35,26,7,26.9,2.02,0.54,0.19,0.71,0.14,297,360,82.5,4304,880,0.8,7,20,5,1,8,0,5,0,31,19,1.4,2,0.15,17,8,6,10,1,55.6,5,22,14,10,1,499,20,44,7,38.9,296,23,7,20,4,345,50,1,0,0,11,2,1,0,0,48,10,43.5,0.38860103626943004,0.07772020725388601,0.46632124352331605,0.38860103626943004,0.31088082901554404,0.31088082901554404,0.062176165803108814,0.37305699481865284,0.027202072538860103,2.0207253886010363,0.5440414507772021,23.082901554404145,27.979274611398964,334.5077720207254,68.39378238341969,0.062176165803108814,0.5440414507772021,1.5544041450777202,0.38860103626943004,0.07772020725388601,0.6217616580310881,0.0,0.38860103626943004,0.0,2.4093264248704664,1.3212435233160622,0.6217616580310881,0.46632124352331605,0.7772020725388601,0.07772020725388601,0.38860103626943004,1.7098445595854923,1.0880829015544042,0.7772020725388601,38.78238341968912,1.5544041450777202,3.4196891191709846,0.5440414507772021,23.00518134715026,1.7875647668393781,0.5440414507772021,1.5544041450777202,0.31088082901554404,26.813471502590673,3.8860103626943006,0.07772020725388601,0.0,0.8549222797927462,0.15544041450777202,0.07772020725388601,0.0,0.0,3.7305699481865284,0.7772020725388601
Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23.0,2001.0,35,35,3103,34.5,2,0,2,2,0,0,1.6,1.6,0.9,2.5,0.07,30,9,30.0,0.87,0.26,0.07,0.22,0.05,1067,1250,85.4,16062,3294,0.8,14,79,11,0,3,0,3,3,106,53,1.54,4,0.12,102,61,23,52,27,43.6,47,149,57,23,0,1647,84,22,10,41.7,737,24,5,41,24,876,29,5,0,0,51,3,0,0,1,184,30,44.8,0.05800837898807606,0.0,0.05800837898807606,0.05800837898807606,0.04640670319046084,0.04640670319046084,0.026103770544634225,0.07251047373509507,0.002030293264582662,0.8701256848211408,0.26103770544634225,30.947470190138578,36.25523686754754,465.8652916532388,95.53980019336127,0.02320335159523042,0.4060586529165324,2.291330970029004,0.3190460844344183,0.0,0.08701256848211408,0.0,0.08701256848211408,0.08701256848211408,3.0744440863680307,2.9584273283918785,1.7692555591363197,0.6670963583628746,1.5082178536899773,0.7831131163390268,1.3631969062197873,4.321624234611666,1.6532388011601677,0.6670963583628746,47.76990009668064,2.4363519174991946,0.6380921688688366,0.2900418949403803,21.376087657106027,0.6961005478569127,0.14502094747019015,1.1891717692555592,0.6961005478569127,25.40766999677731,0.8411214953271028,0.14502094747019015,0.0,1.4792136641959392,0.08701256848211408,0.0,0.0,0.02900418949403803,5.336770866902997,0.8701256848211408
Remo Freuler,ch SUI,MF,Bologna,it Serie A,32.0,1992.0,37,37,3204,35.6,1,2,3,1,0,0,1.3,1.3,1.5,2.7,0.08,17,4,23.5,0.48,0.11,0.06,0.25,0.07,1704,1944,87.7,28701,7341,1.6,36,204,24,4,19,0,3,5,208,74,2.08,3,0.08,79,40,28,40,11,41.8,38,117,57,16,1,2245,67,32,5,38.5,1216,39,1,32,14,1506,56,6,0,0,47,1,0,0,0,146,28,50.0,0.028089887640449437,0.056179775280898875,0.08426966292134831,0.028089887640449437,0.03651685393258427,0.03651685393258427,0.042134831460674156,0.07584269662921349,0.0022471910112359553,0.47752808988764045,0.11235955056179775,47.865168539325836,54.60674157303371,806.2078651685393,206.2078651685393,0.0449438202247191,1.0112359550561798,5.730337078651686,0.6741573033707865,0.11235955056179775,0.5337078651685393,0.0,0.08426966292134831,0.14044943820224717,5.842696629213484,2.2191011235955056,1.1235955056179774,0.7865168539325843,1.1235955056179774,0.30898876404494385,1.0674157303370786,3.286516853932584,1.6011235955056178,0.449438202247191,63.061797752808985,1.8820224719101122,0.898876404494382,0.14044943820224717,34.157303370786515,1.0955056179775282,0.028089887640449437,0.898876404494382,0.39325842696629215,42.30337078651685,1.5730337078651686,0.16853932584269662,0.0,1.3202247191011236,0.028089887640449437,0.0,0.0,0.0,4.101123595505618,0.7865168539325843
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26.0,1998.0,26,25,2161,24.0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.03,4,3,75.0,0.17,0.12,0.0,0.0,0.11,1324,1468,90.2,27567,9623,0.4,3,63,5,1,2,0,0,4,69,13,0.54,0,0.0,62,42,35,26,1,57.6,34,96,130,6,1,1769,251,5,6,75.0,1069,4,0,12,7,1101,1,10,2,1,26,0,0,0,2,141,46,51.7,0.0,0.0,0.0,0.0,0.02082369273484498,0.02082369273484498,0.008329477093937991,0.02915316982878297,0.0012494215640906988,0.16658954187875985,0.12494215640906987,55.1411383618695,61.13836186950486,1148.093475242943,400.7727903748265,0.016658954187875982,0.12494215640906987,2.6237852845904674,0.20823692734844979,0.04164738546968996,0.08329477093937993,0.0,0.0,0.16658954187875985,2.8736695974086066,2.5821378991207773,1.7491901897269784,1.4576584914391486,1.082832022211939,0.04164738546968996,1.4160111059694587,3.998149005090236,5.414160111059695,0.24988431281813975,73.67422489588154,10.453493752892179,0.20823692734844979,0.24988431281813975,44.521055067098565,0.16658954187875985,0.0,0.4997686256362795,0.2915316982878297,45.85377140212864,0.04164738546968996,0.41647385469689957,0.08329477093937993,1.082832022211939,0.0,0.0,0.0,0.08329477093937993,5.872281351226284,1.9157797316057381
Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28.0,1995.0,22,9,989,11.0,0,1,1,0,0,0,0.4,0.4,0.6,1.1,0.1,7,2,28.6,0.64,0.18,0.0,0.0,0.06,624,706,88.4,10906,3760,0.5,3,23,1,0,0,0,0,0,36,9,0.82,1,0.09,15,9,12,3,0,56.3,5,20,57,6,0,822,90,17,2,100.0,502,11,0,5,3,583,3,0,0,0,5,0,0,0,0,42,34,64.2,0.0,0.0910010111223458,0.0910010111223458,0.0,0.03640040444893832,0.03640040444893832,0.05460060667340748,0.10010111223458039,0.00910010111223458,0.6370070778564206,0.1820020222446916,56.78463094034378,64.24671385237613,992.4570273003034,342.16380182002024,0.0455005055611729,0.2730030333670374,2.0930232558139537,0.0910010111223458,0.0,0.0,0.0,0.0,0.0,3.276036400404449,1.365015166835187,0.8190091001011123,1.0920121334681496,0.2730030333670374,0.0,0.455005055611729,1.820020222446916,5.18705763397371,0.5460060667340748,74.80283114256825,8.190091001011123,1.5470171890798785,0.1820020222446916,45.68250758341759,1.0010111223458038,0.0,0.455005055611729,0.2730030333670374,53.0535894843276,0.2730030333670374,0.0,0.0,0.455005055611729,0.0,0.0,0.0,0.0,3.822042467138524,3.094034378159757
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23.0,2000.0,33,25,2314,25.7,5,5,10,5,0,0,4.1,4.1,4.2,8.3,0.32,34,16,47.1,1.32,0.62,0.15,0.31,0.12,715,940,76.1,10545,2224,4.7,30,28,29,18,116,0,0,2,55,66,2.57,11,0.43,33,25,14,12,7,55.2,8,41,22,29,1,1205,20,112,25,32.1,673,100,32,45,26,827,272,4,0,0,20,3,0,1,0,84,13,33.3,0.1944684528954192,0.1944684528954192,0.3889369057908384,0.1944684528954192,0.15946413137424373,0.15946413137424373,0.16335350043215213,0.3228176318063959,0.01244598098530683,1.3223854796888506,0.6222990492653414,27.80898876404494,36.56006914433881,410.1339671564391,86.49956784788245,0.18280034572169404,1.166810717372515,1.0890233362143475,1.1279170267934313,0.700086430423509,4.511668107173725,0.0,0.0,0.07778738115816768,2.139152981849611,1.2834917891097666,0.9723422644770959,0.5445116681071738,0.46672428694900603,0.2722558340535869,0.3111495246326707,1.5946413137424373,0.8556611927398443,1.1279170267934313,46.866897147796024,0.7778738115816768,4.35609334485739,0.9723422644770959,26.17545375972342,3.8893690579083837,1.2445980985306828,1.7502160760587726,1.0112359550561798,32.16508210890233,10.579083837510804,0.15557476231633535,0.0,0.7778738115816768,0.11668107173725151,0.0,0.03889369057908384,0.0,3.2670700086430426,0.5056179775280899
Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27.0,1997.0,36,30,2495,27.7,6,3,9,6,0,0,6.3,6.3,3.4,9.8,0.35,52,18,34.6,1.88,0.65,0.12,0.33,0.12,455,666,68.3,6332,1601,2.3,31,22,28,13,69,0,3,1,44,62,2.24,10,0.36,37,21,16,13,8,30.4,19,56,24,44,1,1010,25,107,32,30.8,605,77,28,81,38,675,201,3,1,0,41,4,0,0,0,111,15,38.5,0.21643286573146292,0.10821643286573146,0.3246492985971944,0.21643286573146292,0.22725450901803604,0.22725450901803604,0.12264529058116232,0.3535070140280561,0.012625250501002003,1.875751503006012,0.6492985971943888,16.412825651302605,24.024048096192384,228.40881763527057,57.75150300601202,0.08296593186372744,1.1182364729458918,0.7935871743486973,1.0100200400801602,0.468937875751503,2.4889779559118237,0.0,0.10821643286573146,0.036072144288577156,1.5871743486973946,1.3346693386773547,0.7575150300601202,0.5771543086172345,0.468937875751503,0.28857715430861725,0.685370741482966,2.0200400801603204,0.8657314629258517,1.5871743486973946,36.432865731462925,0.9018036072144289,3.859719438877755,1.154308617234469,21.82364729458918,2.7775551102204408,1.0100200400801602,2.9218436873747495,1.370741482965932,24.34869739478958,7.250501002004008,0.10821643286573146,0.036072144288577156,1.4789579158316635,0.14428857715430862,0.0,0.0,0.0,4.0040080160320635,0.5410821643286573
Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26.0,1998.0,33,23,1981,22.0,2,3,5,2,0,0,2.9,2.9,3.7,6.6,0.3,36,12,33.3,1.64,0.55,0.06,0.17,0.08,807,1003,80.5,11366,3268,6.0,32,39,51,13,82,45,8,1,95,85,3.86,8,0.36,15,10,5,5,5,48.1,6,21,19,20,0,1220,20,115,40,47.1,782,114,54,37,26,905,202,1,0,0,9,0,0,0,0,64,5,38.5,0.09086320040383644,0.13629480060575466,0.2271580010095911,0.09086320040383644,0.13175164058556282,0.13175164058556282,0.16809692074709742,0.29984856133266025,0.013629480060575466,1.635537607269056,0.5451792024230186,36.663301362948005,45.56789500252398,516.3755678950025,148.47046945986875,0.2725896012115093,1.453811206461383,1.7718324078748107,2.3170116102978295,0.5906108026249369,3.725391216557294,2.04442200908632,0.36345280161534577,0.04543160020191822,4.316002019182231,0.6814740030287734,0.4543160020191822,0.2271580010095911,0.2271580010095911,0.2271580010095911,0.2725896012115093,0.9540636042402828,0.8632004038364463,0.9086320040383644,55.426552246340236,0.9086320040383644,5.224634023220595,1.8172640080767288,35.527511357900046,5.179202423018677,2.453306410903584,1.6809692074709741,1.1812216052498739,41.115598182735994,9.17718324078748,0.04543160020191822,0.0,0.408884401817264,0.0,0.0,0.0,0.0,2.907622412922766,0.2271580010095911
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27.0,1996.0,23,11,1045,11.6,1,1,2,1,0,0,2.4,2.4,3.8,6.2,0.53,26,9,34.6,2.24,0.78,0.04,0.11,0.09,509,652,78.1,7393,1993,3.8,28,31,27,8,44,13,7,5,69,54,4.65,2,0.17,14,10,6,4,4,37.5,2,16,3,15,0,801,8,50,11,28.9,494,29,8,28,24,613,113,3,0,0,16,1,0,0,0,52,9,37.5,0.0861244019138756,0.0861244019138756,0.1722488038277512,0.0861244019138756,0.20669856459330144,0.20669856459330144,0.32727272727272727,0.5339712918660288,0.04564593301435407,2.2392344497607657,0.7751196172248803,43.83732057416268,56.15311004784689,636.7177033492823,171.64593301435406,0.32727272727272727,2.411483253588517,2.6698564593301435,2.325358851674641,0.6889952153110048,3.789473684210526,1.1196172248803828,0.6028708133971292,0.43062200956937796,5.942583732057416,1.2057416267942584,0.8612440191387559,0.5167464114832536,0.3444976076555024,0.3444976076555024,0.1722488038277512,1.3779904306220097,0.2583732057416268,1.291866028708134,68.98564593301435,0.6889952153110048,4.30622009569378,0.9473684210526315,42.54545454545455,2.4976076555023923,0.6889952153110048,2.411483253588517,2.0669856459330145,52.79425837320574,9.732057416267942,0.2583732057416268,0.0,1.3779904306220097,0.0861244019138756,0.0,0.0,0.0,4.478468899521531,0.7751196172248803
Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26.0,1997.0,28,8,1003,11.1,2,1,3,2,0,0,0.7,0.7,1.8,2.5,0.23,18,7,38.9,1.62,0.63,0.11,0.29,0.04,478,624,76.6,8055,2300,1.8,28,56,24,5,67,22,3,10,71,56,5.02,6,0.54,19,11,5,8,6,53.6,4,23,17,17,0,742,19,23,5,29.4,410,23,3,20,16,533,75,2,0,0,12,1,0,0,0,63,3,18.8,0.17946161515453637,0.08973080757726819,0.2691924227318046,0.17946161515453637,0.06281156530408773,0.06281156530408773,0.16151545363908276,0.2243270189431705,0.02063808574277169,1.6151545363908277,0.6281156530408774,42.8913260219342,55.99202392821536,722.7816550348954,206.38085742771688,0.16151545363908276,2.5124626121635094,5.024925224327019,2.153539381854437,0.448654037886341,6.0119641076769685,1.9740777666999003,0.2691924227318046,0.897308075772682,6.370887337986042,1.7048853439680955,0.9870388833499502,0.448654037886341,0.7178464606181455,0.5383848454636092,0.35892323030907275,2.0638085742771684,1.5254237288135593,1.5254237288135593,66.580259222333,1.7048853439680955,2.0638085742771684,0.448654037886341,36.78963110667996,2.0638085742771684,0.2691924227318046,1.794616151545364,1.435692921236291,47.82652043868395,6.7298105682951155,0.17946161515453637,0.0,1.0767696909272184,0.08973080757726819,0.0,0.0,0.0,5.653040877367896,0.2691924227318046
Matteo Gabbia,it ITA,DF,Milan,it Serie A,24.0,1999.0,26,24,2152,23.9,2,0,2,2,0,0,1.1,1.1,0.2,1.3,0.05,14,4,28.6,0.59,0.17,0.14,0.5,0.08,1316,1443,91.2,26811,7732,0.2,2,82,3,1,2,0,0,11,74,22,0.92,3,0.13,21,15,13,7,1,80.0,15,36,103,6,1,1635,188,21,1,100.0,1023,13,0,5,1,1214,2,4,0,0,20,1,1,0,0,69,47,56.6,0.08364312267657992,0.0,0.08364312267657992,0.08364312267657992,0.04600371747211896,0.04600371747211896,0.008364312267657993,0.05436802973977695,0.0020910780669144984,0.5855018587360595,0.16728624535315983,55.037174721189594,60.34851301115242,1121.2778810408922,323.364312267658,0.008364312267657993,0.08364312267657992,3.4293680297397766,0.12546468401486988,0.04182156133828996,0.08364312267657992,0.0,0.0,0.4600371747211896,3.0947955390334574,0.8782527881040892,0.6273234200743494,0.5436802973977696,0.29275092936802977,0.04182156133828996,0.6273234200743494,1.5055762081784385,4.307620817843866,0.25092936802973975,68.37825278810409,7.862453531598513,0.8782527881040892,0.04182156133828996,42.78345724907063,0.5436802973977696,0.0,0.20910780669144982,0.04182156133828996,50.77137546468401,0.08364312267657992,0.16728624535315983,0.0,0.8364312267657993,0.04182156133828996,0.04182156133828996,0.0,0.0,2.8856877323420074,1.9656133828996283
Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24.0,2000.0,28,8,1009,11.2,2,4,6,2,0,0,4.9,4.9,2.2,7.1,0.63,30,6,20.0,2.68,0.54,0.07,0.33,0.16,258,357,72.3,4219,1182,2.3,22,27,13,0,24,10,3,5,41,48,4.28,5,0.45,11,8,4,6,1,33.3,6,17,8,11,0,490,10,43,14,51.9,297,11,7,31,16,356,82,0,0,0,16,3,0,0,0,34,10,33.3,0.17839444995044598,0.35678889990089196,0.535183349851338,0.17839444995044598,0.43706640237859273,0.43706640237859273,0.19623389494549062,0.6333002973240832,0.05619425173439049,2.6759167492566895,0.535183349851338,23.01288404360753,31.843409316154606,376.3230921704658,105.43111992071357,0.2051536174430129,1.9623389494549057,2.408325074331021,1.1595639246778988,0.0,2.140733399405352,0.8919722497522299,0.267591674925669,0.44598612487611494,3.657086223984143,0.9811694747274529,0.7135777998017839,0.35678889990089196,0.535183349851338,0.08919722497522299,0.535183349851338,1.516352824578791,0.7135777998017839,0.9811694747274529,43.70664023785926,0.8919722497522299,3.8354806739345886,1.248761149653122,26.49157581764123,0.9811694747274529,0.624380574826561,2.765113974231913,1.4271555996035679,31.754212091179387,7.314172447968286,0.0,0.0,1.4271555996035679,0.267591674925669,0.0,0.0,0.0,3.032705649157582,0.8919722497522299
Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25.0,1999.0,35,23,1935,21.5,10,4,14,10,0,0,7.1,7.1,4.4,11.5,0.53,57,22,38.6,2.65,1.02,0.18,0.45,0.12,480,634,75.7,6870,1656,3.8,38,24,27,8,74,1,3,4,52,80,3.72,8,0.37,28,16,6,13,9,52.0,12,40,19,10,1,888,28,110,31,50.8,605,59,28,45,24,677,278,5,0,0,20,5,1,0,0,77,17,39.5,0.46511627906976744,0.18604651162790697,0.6511627906976744,0.46511627906976744,0.3302325581395349,0.3302325581395349,0.2046511627906977,0.5348837209302326,0.024651162790697675,2.6511627906976742,1.0232558139534884,22.325581395348838,29.488372093023255,319.5348837209302,77.02325581395348,0.17674418604651163,1.767441860465116,1.1162790697674418,1.255813953488372,0.37209302325581395,3.4418604651162794,0.046511627906976744,0.13953488372093023,0.18604651162790697,2.4186046511627906,1.3023255813953487,0.7441860465116279,0.27906976744186046,0.6046511627906976,0.41860465116279066,0.5581395348837209,1.8604651162790697,0.883720930232558,0.46511627906976744,41.30232558139535,1.3023255813953487,5.116279069767442,1.4418604651162792,28.13953488372093,2.744186046511628,1.3023255813953487,2.0930232558139537,1.1162790697674418,31.48837209302326,12.930232558139535,0.23255813953488372,0.0,0.9302325581395349,0.23255813953488372,0.046511627906976744,0.0,0.0,3.5813953488372094,0.7906976744186047
Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29.0,1994.0,25,21,1784,19.8,0,3,3,0,0,0,0.2,0.2,3.9,4.1,0.2,9,0,0.0,0.45,0.0,0.0,,0.02,852,1028,82.9,12612,3739,3.1,15,44,22,14,57,0,1,2,54,33,1.66,6,0.3,51,31,31,15,5,51.0,12,63,47,24,0,1270,51,16,28,35.9,739,52,6,22,15,779,107,8,0,0,38,1,0,1,0,71,25,50.0,0.0,0.15134529147982065,0.15134529147982065,0.0,0.010089686098654708,0.010089686098654708,0.1967488789237668,0.20683856502242148,0.010089686098654708,0.45403587443946186,0.0,42.98206278026906,51.860986547085204,636.2556053811659,188.62668161434976,0.156390134529148,0.7567264573991032,2.219730941704036,1.109865470852018,0.7062780269058296,2.8755605381165923,0.0,0.05044843049327354,0.10089686098654709,2.7242152466367715,2.5728699551569507,1.56390134529148,1.56390134529148,0.7567264573991032,0.2522421524663677,0.6053811659192826,3.178251121076233,2.3710762331838566,1.2107623318385652,64.0695067264574,2.5728699551569507,0.8071748878923767,1.4125560538116593,37.28139013452915,2.6233183856502245,0.3026905829596413,1.109865470852018,0.7567264573991032,39.29932735426009,5.397982062780269,0.40358744394618834,0.0,1.9170403587443945,0.05044843049327354,0.0,0.05044843049327354,0.0,3.581838565022421,1.2612107623318387
Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30.0,1993.0,26,18,1477,16.4,0,4,4,0,0,0,0.5,0.5,2.9,3.4,0.21,11,1,9.1,0.67,0.06,0.0,0.0,0.05,683,844,80.9,12772,3749,2.7,28,101,25,3,29,6,6,8,137,50,3.04,6,0.37,36,22,11,17,8,64.5,16,52,14,18,2,978,21,8,16,69.6,524,27,3,17,16,672,39,5,0,0,43,0,0,0,0,120,8,40.0,0.0,0.24373730534867974,0.24373730534867974,0.0,0.030467163168584967,0.030467163168584967,0.17670954637779282,0.2071767095463778,0.012796208530805686,0.6702775897088693,0.060934326337169935,41.61814488828707,51.42857142857142,778.2532159783345,228.44278943805008,0.16452268111035884,1.7061611374407584,6.154366960054165,1.5233581584292484,0.18280297901150983,1.7670954637779281,0.36560595802301965,0.36560595802301965,0.4874746106973595,8.348002708192281,2.1936357481381177,1.3405551794177386,0.6702775897088693,1.0358835477318888,0.4874746106973595,0.974949221394719,3.168584969532837,0.8530805687203792,1.0968178740690588,59.5937711577522,1.2796208530805686,0.4874746106973595,0.974949221394719,31.929587000677046,1.6452268111035884,0.18280297901150983,1.0358835477318888,0.974949221394719,40.947867298578196,2.3764387271496275,0.3046716316858497,0.0,2.6201760324983074,0.0,0.0,0.0,0.0,7.312119160460393,0.4874746106973595
Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24.0,2000.0,32,19,1633,18.1,3,3,6,3,0,0,2.8,2.8,1.2,3.9,0.22,22,4,18.2,1.21,0.22,0.14,0.75,0.13,714,840,85.0,9884,2176,1.1,12,47,14,1,13,1,3,1,64,32,1.76,8,0.44,45,32,16,19,10,44.9,20,65,23,18,0,1062,35,38,17,40.5,674,24,7,25,23,755,64,2,0,0,32,3,1,0,0,107,9,30.0,0.1653398652786283,0.1653398652786283,0.3306797305572566,0.1653398652786283,0.1543172075933864,0.1543172075933864,0.06613594611145131,0.21494182486221675,0.012124923453766076,1.2124923453766074,0.22045315370483773,39.35088793631353,46.29516227801592,544.7397428046539,119.92651561543173,0.06062461726883037,0.6613594611145132,2.590324556031843,0.771586037966932,0.05511328842620943,0.7164727495407227,0.05511328842620943,0.1653398652786283,0.05511328842620943,3.5272504592774037,2.4800979791794244,1.7636252296387018,0.8818126148193509,1.0471524800979792,0.5511328842620943,1.1022657685241886,3.5823637477036128,1.267605633802817,0.9920391916717697,58.530312308634414,1.92896509491733,2.0943049601959585,0.9369259032455604,37.14635639926516,1.3227189222290263,0.385793018983466,1.3778322106552356,1.267605633802817,41.61053276178812,3.5272504592774037,0.11022657685241886,0.0,1.7636252296387018,0.1653398652786283,0.05511328842620943,0.0,0.0,5.897121861604409,0.49601959583588484
Antonino Gallo,it ITA,DF,Lecce,it Serie A,24.0,2000.0,31,31,2609,29.0,0,2,2,0,0,0,0.3,0.3,2.7,3.0,0.1,9,3,33.3,0.31,0.1,0.0,0.0,0.03,822,1241,66.2,15643,6924,2.7,44,78,28,22,116,21,1,4,107,72,2.48,3,0.1,65,42,46,15,4,54.8,20,85,133,32,0,1587,116,15,13,44.8,662,57,5,37,14,735,110,3,1,0,12,1,0,0,2,116,26,41.3,0.0,0.06899195093905712,0.06899195093905712,0.0,0.010348792640858567,0.010348792640858567,0.0931391337677271,0.10348792640858566,0.003449597546952856,0.31046377922575696,0.10348792640858566,28.355691835952474,42.809505557684936,539.6205442698351,238.8501341510157,0.0931391337677271,1.5178229206592564,2.690686086623227,0.9658873131467995,0.7589114603296282,4.001533154465313,0.7244154848600995,0.03449597546952856,0.13798390187811424,3.6910693752395556,2.2422384055193563,1.448830969720199,1.5868148715983135,0.5174396320429283,0.13798390187811424,0.6899195093905711,2.932157914909927,4.587964737447297,1.103871215024914,54.74511307014181,4.001533154465313,0.5174396320429283,0.44844768110387123,22.836335760827904,1.9662706017631277,0.17247987734764278,1.2763510923725565,0.48294365657339977,25.354541970103487,3.7945573016481413,0.10348792640858566,0.03449597546952856,0.41395170563434264,0.03449597546952856,0.0,0.0,0.06899195093905712,4.001533154465313,0.8968953622077425
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34.0,1989.0,37,35,3063,34.0,0,3,3,0,0,0,1.1,1.1,1.7,2.8,0.08,27,5,18.5,0.79,0.15,0.0,0.0,0.04,1230,1422,86.5,20779,5681,2.0,19,154,10,3,7,0,2,7,145,60,1.76,4,0.12,133,80,61,55,17,58.6,48,181,36,22,1,1801,72,21,18,46.2,861,27,4,32,38,1048,27,9,0,0,55,3,0,0,0,194,24,61.5,0.0,0.0881488736532811,0.0881488736532811,0.0,0.03232125367286974,0.03232125367286974,0.04995102840352596,0.08227228207639568,0.0023506366307541626,0.79333986287953,0.14691478942213515,36.14103819784525,41.78256611165524,610.5484818805094,166.92458374142996,0.058765915768854066,0.5582761998041136,4.5249755142017625,0.2938295788442703,0.0881488736532811,0.20568070519098922,0.0,0.058765915768854066,0.20568070519098922,4.260528893241919,3.907933398628795,2.3506366307541624,1.792360430950049,1.6160626836434866,0.49951028403525954,1.4103819784524976,5.318315377081293,1.0577864838393731,0.6464250734573947,52.91870714985309,2.1155729676787463,0.6170421155729677,0.5288932419196866,25.298726738491677,0.79333986287953,0.11753183153770813,0.940254652301665,1.1165523996082272,30.79333986287953,0.79333986287953,0.2644466209598433,0.0,1.6160626836434866,0.0881488736532811,0.0,0.0,0.0,5.700293829578845,0.7051909892262488
Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27.0,1997.0,28,17,1455,16.2,3,4,7,3,0,0,1.0,1.0,4.9,5.9,0.36,15,5,33.3,0.93,0.31,0.2,0.6,0.06,1212,1390,87.2,21055,6014,3.8,32,135,12,4,92,58,2,33,120,60,3.71,10,0.62,13,7,4,6,3,46.7,11,24,24,16,1,1503,45,11,4,80.0,787,27,1,10,5,1169,47,3,0,0,8,0,0,0,0,69,3,27.3,0.18556701030927836,0.24742268041237114,0.4329896907216495,0.18556701030927836,0.061855670103092786,0.061855670103092786,0.3030927835051547,0.3649484536082474,0.0222680412371134,0.9278350515463918,0.30927835051546393,74.96907216494846,85.97938144329898,1302.3711340206185,372.00000000000006,0.23505154639175257,1.9793814432989691,8.350515463917526,0.7422680412371134,0.24742268041237114,5.690721649484535,3.587628865979381,0.12371134020618557,2.0412371134020617,7.422680412371134,0.8041237113402061,0.4329896907216495,0.24742268041237114,0.3711340206185567,0.18556701030927836,0.6804123711340206,1.4845360824742269,1.4845360824742269,0.9896907216494846,92.96907216494846,2.783505154639175,0.6804123711340206,0.24742268041237114,48.68041237113402,1.6701030927835052,0.061855670103092786,0.6185567010309279,0.30927835051546393,72.30927835051547,2.907216494845361,0.18556701030927836,0.0,0.4948453608247423,0.0,0.0,0.0,0.0,4.268041237113402,0.18556701030927836
