Player,Squad,Comp,PrimaryPos,SecondaryPos,Group,Style,Gls,Ast,Min,MP,Gls_p90,npxG_p90,Sh_p90,SoT%,G/Sh,xAG_p90,SCA90,PrgC_p90,Succ%,Att Pen_p90,CrsPA_p90,PrgR_p90,PrgP_p90,Cmp%,KP_p90,Tkl_p90,Int_p90,Tkl+Int_p90,TotDist_p90,1/3_p90,Clr_p90,Blocks_p90,Att 3rd_p90,Tkl%,Won%,GA,Saves,CS,Save%,PSxG+/-,Stp%,#OPA/90,AvgDist,Launch%,AvgLen,CS%
Jadon Sancho,Chelsea,eng Premier League,FW,,attack,All-Around Forward,3.0,4.0,1764,31,0.1530612244897959,0.1122448979591836,1.2244897959183674,33.3,0.13,0.1887755102040816,3.57,5.204081632653061,46.4,6.173469387755103,0.0,11.479591836734697,,,,,,,,,,,,,,,,,,,,,,,,
Leroy Sané,Bayern Munich,de Bundesliga,FW,,attack,Elite Dual-Threat Forward,11.0,5.0,1637,30,0.6047648136835675,0.5607819181429443,3.683567501527184,43.3,0.16,0.3023824068417837,4.18,4.123396456933415,39.0,6.652412950519243,0.384850335980452,14.624312767257177,,,,,,,,,,,,,,,,,,,,,,,,
Amin Sarr,Hellas Verona,it Serie A,FW,,attack,Squad Forward,4.0,1.0,1907,32,0.1887781856318825,0.151022548505506,1.0854745673833246,30.4,0.17,0.0991085474567383,2.13,1.4630309386470897,42.4,2.737283691662297,0.0943890928159412,4.861038280020975,,,,,,,,,,,,,,,,,,,,,,,,
Sávio,Manchester City,eng Premier League,FW,MF,attack,Elite Dual-Threat Forward,1.0,8.0,1766,29,0.0509626274065685,0.2548131370328426,2.8029445073612687,38.2,0.02,0.3516421291053228,5.66,6.981879954699886,46.0,7.848244620611552,0.4077010192525481,12.536806342015854,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Schade,Brentford,eng Premier League,FW,,attack,Target Forward,11.0,2.0,2293,38,0.4317488006977759,0.3218491059747056,2.1587440034888794,49.1,0.2,0.1452245965983428,2.24,2.3942433493240296,33.7,5.730484081988662,0.1177496729175752,6.476232010466639,,,,,,,,,,,,,,,,,,,,,,,,
Patrik Schick,Leverkusen,de Bundesliga,FW,,attack,Poacher,21.0,0.0,1684,31,1.1223277909738718,0.6359857482185274,3.634204275534442,47.1,0.29,0.0320665083135391,1.82,0.3741092636579572,38.5,5.771971496437055,0.0,5.71852731591449,,,,,,,,,,,,,,,,,,,,,,,,
Léo Scienza,Heidenheim,de Bundesliga,FW,MF,attack,All-Around Forward,3.0,3.0,1153,25,0.2341717259323504,0.1561144839549002,2.966175195143105,39.5,0.08,0.2888117953165655,6.39,5.464006938421509,44.6,3.434518647007806,0.6244579358196011,7.025151777970512,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Semenyo,Bournemouth,eng Premier League,FW,,attack,All-Around Forward,11.0,5.0,3203,37,0.3090852325944427,0.280986575085857,3.5123321885732124,32.0,0.09,0.162972213549797,3.71,3.933812051201998,51.1,5.366843584139868,0.2247892600686856,7.923821417421167,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Šeško,RB Leipzig,de Bundesliga,FW,MF,attack,Target Forward,13.0,5.0,2380,33,0.4915966386554621,0.3176470588235294,2.495798319327731,43.9,0.17,0.0794117647058823,1.93,1.7773109243697478,52.0,3.4411764705882355,0.0,5.331932773109243,,,,,,,,,,,,,,,,,,,,,,,,
Eldor Shomurodov,Roma,it Serie A,FW,MF,attack,Target Forward,4.0,4.0,1097,27,0.3281677301731996,0.3855970829535096,2.3792160437556973,44.8,0.14,0.1066545123062898,2.62,1.5587967183226985,28.6,4.266180492251595,0.0,5.086599817684594,,,,,,,,,,,,,,,,,,,,,,,,
Fábio Silva,Las Palmas,es La Liga,FW,,attack,Target Forward,10.0,3.0,1866,24,0.4823151125401929,0.3086816720257235,2.2186495176848875,43.5,0.17,0.0964630225080385,2.08,1.4469453376205788,39.6,4.871382636655948,0.1446945337620578,5.739549839228296,,,,,,,,,,,,,,,,,,,,,,,,
Abdallah Sima,Brest,fr Ligue 1,FW,MF,attack,Target Forward,7.0,2.0,1238,27,0.5088852988691438,0.4289176090468498,2.6898222940226173,48.6,0.19,0.0726978998384491,2.04,2.617124394184168,26.1,4.798061389337641,0.0726978998384491,6.688206785137318,,,,,,,,,,,,,,,,,,,,,,,,
Moses Simon,Nantes,fr Ligue 1,FW,MF,attack,All-Around Forward,8.0,10.0,2609,32,0.2759678037562285,0.0931391337677271,1.3798390187811422,32.5,0.1,0.2311230356458413,3.73,5.070908394020697,44.2,4.449980835569184,0.8279034112686853,7.6581065542353395,,,,,,,,,,,,,,,,,,,,,,,,
Danel Sinani,St. Pauli,de Bundesliga,FW,MF,attack,Squad Forward,2.0,2.0,1250,26,0.144,0.1224,2.52,34.3,0.06,0.2159999999999999,4.32,1.152,45.5,2.16,0.2159999999999999,4.6080000000000005,,,,,,,,,,,,,,,,,,,,,,,,
Lassine Sinayoko,Auxerre,fr Ligue 1,FW,MF,attack,Squad Forward,5.0,8.0,2299,34,0.19573727707699,0.2231404958677686,2.34884732492388,26.7,0.07,0.2153110047846889,3.76,2.0748151370160937,38.4,4.971726837755546,0.117442366246194,7.555458895171814,,,,,,,,,,,,,,,,,,,,,,,,
Tim Skarke,Union Berlin,de Bundesliga,FW,MF,attack,Squad Forward,0.0,2.0,1164,33,0.0,0.1623711340206185,1.5463917525773196,45.0,0.0,0.0927835051546391,2.63,2.0103092783505154,41.7,2.3969072164948453,0.6958762886597938,7.422680412371134,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Solanke,Tottenham,eng Premier League,FW,,attack,Target Forward,9.0,3.0,2201,27,0.3680145388459791,0.412994093593821,2.412539754656974,40.7,0.14,0.1185824625170377,1.51,1.267605633802817,33.3,4.579736483416629,0.0,3.598364379827351,,,,,,,,,,,,,,,,,,,,,,,,
Florian Sotoca,Lens,fr Ligue 1,FW,MF,attack,Squad Forward,1.0,1.0,1794,31,0.0501672240802675,0.2307692307692307,2.3578595317725752,38.3,0.02,0.0752508361204013,2.66,2.2073578595317724,41.0,4.464882943143813,0.451505016722408,8.528428093645484,,,,,,,,,,,,,,,,,,,,,,,,
Issa Soumaré,Le Havre,fr Ligue 1,FW,MF,attack,Target Forward,5.0,4.0,1902,29,0.2365930599369085,0.1798107255520504,2.034700315457413,44.2,0.12,0.1466876971608832,2.46,2.886435331230284,28.1,4.116719242902208,0.1892744479495268,6.813880126182966,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Stassin,Saint-Étienne,fr Ligue 1,FW,,attack,Target Forward,12.0,4.0,1887,28,0.5723370429252782,0.3338632750397456,2.098569157392687,52.3,0.27,0.1621621621621621,1.7,1.2400635930047694,41.7,4.0540540540540535,0.0476947535771065,7.106518282988871,,,,,,,,,,,,,,,,,,,,,,,,
Orri Steinn Óskarsson,Real Sociedad,es La Liga,FW,,attack,Target Forward,3.0,0.0,944,23,0.2860169491525424,0.4957627118644068,1.8114406779661016,36.8,0.16,0.0190677966101694,0.95,0.5720338983050848,25.0,3.527542372881356,0.0953389830508474,4.766949152542373,,,,,,,,,,,,,,,,,,,,,,,,
Jørgen Strand Larsen,Wolves,eng Premier League,FW,,attack,Target Forward,14.0,4.0,2587,35,0.4870506378044066,0.3583301120989564,1.87862388867414,61.1,0.26,0.10436799381523,1.46,0.5914186316196366,40.0,3.75724777734828,0.0347893312717433,3.896405102435253,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Strefezza,Como,it Serie A,FW,MF,attack,Squad Forward,6.0,4.0,2619,37,0.2061855670103093,0.127147766323024,1.9931271477663228,36.2,0.1,0.134020618556701,3.82,2.7491408934707904,43.9,3.1958762886597936,0.3092783505154639,6.529209621993127,,,,,,,,,,,,,,,,,,,,,,,,
Cristhian Stuani,Girona,es La Liga,FW,,attack,Poacher,11.0,2.0,1078,32,0.9183673469387754,0.4842300556586271,2.588126159554731,51.6,0.26,0.0500927643784786,1.17,0.1669758812615955,40.0,4.591836734693878,0.0,3.00556586270872,,,,,,,,,,,,,,,,,,,,,,,,
Kamaldeen Sulemana,Southampton,eng Premier League,FW,MF,attack,Squad Forward,1.0,1.0,1402,26,0.0641940085592011,0.0962910128388017,1.861626248216833,27.6,0.03,0.0641940085592011,1.93,4.044222539229672,37.9,3.787446504992867,0.4493580599144079,5.584878744650499,,,,,,,,,,,,,,,,,,,,,,,,
Williot Swedberg,Celta Vigo,es La Liga,FW,MF,attack,Target Forward,4.0,5.0,1348,32,0.2670623145400593,0.3471810089020771,2.136498516320475,46.9,0.13,0.1735905044510385,2.4,2.2700296735905043,22.7,4.807121661721068,0.0667655786350148,7.744807121661721,,,,,,,,,,,,,,,,,,,,,,,,
Mamadou Sylla,Valladolid,es La Liga,FW,MF,attack,Squad Forward,5.0,1.0,1583,29,0.2842703727100442,0.1137081490840176,1.0233733417561592,16.7,0.06,0.096651926721415,1.25,0.8528111181301328,29.4,2.103600758054327,0.0,2.95641187618446,,,,,,,,,,,,,,,,,,,,,,,,
Sammie Szmodics,Ipswich Town,eng Premier League,FW,MF,attack,Target Forward,4.0,0.0,992,20,0.3629032258064516,0.3084677419354839,1.9052419354838708,57.1,0.19,0.0181451612903225,0.91,1.4516129032258065,33.3,2.993951612903225,0.0907258064516129,4.264112903225806,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Sørloth,Atlético Madrid,es La Liga,FW,,attack,Poacher,20.0,2.0,1566,35,1.149425287356322,0.9195402298850576,4.482758620689655,51.3,0.24,0.0919540229885057,1.73,1.8390804597701151,37.8,6.666666666666666,0.0574712643678161,4.655172413793103,,,,,,,,,,,,,,,,,,,,,,,,
Musa Al-Taamari,Montpellier,fr Ligue 1,FW,MF,attack,Squad Forward,2.0,1.0,1116,15,0.1612903225806451,0.2096774193548387,2.177419354838709,40.7,0.07,0.1209677419354838,2.82,4.435483870967742,32.4,4.435483870967742,0.0806451612903225,6.129032258064517,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Tavernier,Bournemouth,eng Premier League,FW,MF,attack,Squad Forward,3.0,5.0,1939,29,0.1392470345538937,0.2552862300154719,2.645693656523981,29.8,0.05,0.185662712738525,4.55,2.460030943785456,43.1,2.6921093347086127,0.6498194945848376,5.987622485817432,,,,,,,,,,,,,,,,,,,,,,,,
Mathys Tel,Tottenham,eng Premier League,FW,,attack,Squad Forward,2.0,1.0,911,13,0.1975850713501646,0.2173435784851811,2.173435784851811,36.4,0.05,0.256860592755214,2.77,2.766190998902305,28.3,3.9517014270032935,0.3951701427003293,7.113062568605927,,,,,,,,,,,,,,,,,,,,,,,,
Casper Tengstedt,Hellas Verona,it Serie A,FW,,attack,Target Forward,6.0,1.0,1517,25,0.3559657218193803,0.2669742913645352,2.1951219512195124,27.0,0.14,0.053394858272907,1.42,1.7205009887936715,33.3,3.4410019775873435,0.05932762030323,5.042847725774555,,,,,,,,,,,,,,,,,,,,,,,,
Florian Thauvin,Udinese,it Serie A,FW,MF,attack,All-Around Forward,8.0,3.0,1956,25,0.3680981595092025,0.2622699386503067,2.3466257668711656,45.1,0.14,0.1748466257668711,4.28,4.233128834355829,42.4,3.773006134969325,0.9202453987730062,6.809815950920245,,,,,,,,,,,,,,,,,,,,,,,,
Sorba Thomas,Nantes,fr Ligue 1,FW,MF,attack,Squad Forward,1.0,3.0,1321,25,0.0681302043906131,0.1021953065859197,0.6131718395155186,11.1,0.11,0.2520817562452687,3.68,2.79333838001514,37.5,1.3626040878122634,1.158213474640424,6.336109008327026,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thuram,Inter,it Serie A,FW,,attack,Poacher,14.0,4.0,2200,31,0.5727272727272728,0.405,2.618181818181818,42.2,0.22,0.18,3.54,2.5363636363636366,45.3,6.545454545454545,0.1636363636363636,6.954545454545454,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Tietz,Augsburg,de Bundesliga,FW,,attack,Target Forward,7.0,2.0,1686,34,0.3736654804270462,0.2829181494661921,2.7224199288256226,37.3,0.12,0.0640569395017793,2.56,0.4270462633451957,48.4,4.750889679715302,0.0533807829181494,6.03202846975089,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Tomás,Wolfsburg,de Bundesliga,FW,MF,attack,Target Forward,6.0,1.0,1884,32,0.286624203821656,0.2579617834394904,2.006369426751592,47.6,0.14,0.1242038216560509,2.63,1.480891719745223,36.3,3.726114649681529,0.143312101910828,5.971337579617835,,,,,,,,,,,,,,,,,,,,,,,,
Ferrán Torres,Barcelona,es La Liga,FW,MF,attack,Poacher,10.0,6.0,1106,27,0.81374321880651,0.650994575045208,3.905967450271248,45.8,0.21,0.2522603978300181,3.09,1.8716094032549728,52.4,6.5913200723327305,0.162748643761302,7.974683544303797,,,,,,,,,,,,,,,,,,,,,,,,
Adama Traoré,Fulham,eng Premier League,FW,MF,attack,All-Around Forward,2.0,7.0,1772,36,0.1015801354401805,0.2031602708803611,1.9808126410835207,30.8,0.05,0.2488713318284424,4.16,5.07900677200903,49.5,4.621896162528216,1.1173814898419865,8.177200902934537,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Trossard,Arsenal,eng Premier League,FW,,attack,All-Around Forward,8.0,7.0,2546,38,0.2827965435978005,0.2545168892380204,2.5451688923802043,29.2,0.11,0.2156323644933228,3.29,2.8279654359780046,44.2,5.585231736056559,0.3534956794972506,7.989002356637863,,,,,,,,,,,,,,,,,,,,,,,,
Viktor Tsyhankov,Girona,es La Liga,FW,MF,attack,Squad Forward,2.0,5.0,1913,27,0.0940930475692629,0.1317302665969681,1.6466283324621014,25.7,0.06,0.1834814427600627,3.06,2.9168844746471514,42.9,3.4814427600627287,0.2822791427077888,9.174072138003137,,,,,,,,,,,,,,,,,,,,,,,,
Christantus Uche,Getafe,es La Liga,FW,MF,attack,Squad Forward,4.0,6.0,2486,33,0.1448109412711182,0.1375703942075623,1.8101367658889784,28.0,0.08,0.1049879324215607,2.82,1.5567176186645213,35.2,3.801287208366855,0.1448109412711182,5.358004827031376,,,,,,,,,,,,,,,,,,,,,,,,
Deniz Undav,Stuttgart,de Bundesliga,FW,MF,attack,Poacher,9.0,3.0,1726,27,0.4692931633835457,0.6100811123986094,3.910776361529548,41.3,0.12,0.1877172653534183,3.02,1.6164542294322133,41.7,6.15295480880649,0.1042873696407879,7.3522595596755504,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Vardy,Leicester City,eng Premier League,FW,,attack,Target Forward,9.0,4.0,2823,35,0.2869287991498406,0.30605738575983,1.785334750265675,41.1,0.14,0.0956429330499468,1.5,0.9245483528161532,47.8,3.5387885228480336,0.0318809776833156,3.8257173219978746,,,,,,,,,,,,,,,,,,,,,,,,
Alejo Véliz,Espanyol,es La Liga,FW,,attack,Squad Forward,1.0,0.0,1127,27,0.0798580301685891,0.183673469387755,1.5173025732031942,31.6,0.05,0.0479148181011535,1.1,0.1597160603371783,20.0,2.395740905057675,0.0,2.156166814551908,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Vicente,Alavés,es La Liga,FW,MF,attack,Squad Forward,5.0,5.0,3092,37,0.1455368693402328,0.0785899094437257,1.01875808538163,37.1,0.11,0.1571798188874515,3.11,3.0271668822768434,32.1,2.503234152652005,0.8441138421733506,6.578266494178526,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Viola,Cagliari,it Serie A,FW,MF,attack,Squad Forward,3.0,1.0,1267,27,0.2131018153117601,0.1562746645619573,2.202052091554854,29.0,0.1,0.1349644830307813,4.19,1.4917127071823204,36.7,2.415153906866614,0.1420678768745067,4.972375690607735,,,,,,,,,,,,,,,,,,,,,,,,
Vitinha,Genoa,it Serie A,FW,MF,attack,Squad Forward,2.0,3.0,1328,25,0.1355421686746988,0.108433734939759,2.23644578313253,15.2,0.06,0.223644578313253,2.78,2.575301204819277,32.4,3.6596385542168672,0.4743975903614457,4.811746987951807,,,,,,,,,,,,,,,,,,,,,,,,
Dušan Vlahović,Juventus,it Serie A,FW,,attack,Poacher,10.0,4.0,1784,29,0.5044843049327354,0.4641255605381166,3.6827354260089686,34.2,0.08,0.0655829596412556,2.07,1.3621076233183858,32.1,6.306053811659193,0.0,5.902466367713004,,,,,,,,,,,,,,,,,,,,,,,,
Ollie Watkins,Aston Villa,eng Premier League,FW,,attack,Poacher,16.0,8.0,2598,38,0.5542725173210161,0.4780600461893765,2.840646651270208,43.9,0.17,0.1143187066974595,1.84,1.905311778290993,24.4,5.81986143187067,0.0,5.71593533487298,,,,,,,,,,,,,,,,,,,,,,,,
Noah Weißhaupt,St. Pauli,de Bundesliga,FW,MF,attack,Squad Forward,1.0,0.0,1160,19,0.0775862068965517,0.1629310344827586,1.396551724137931,22.2,0.06,0.1396551724137931,3.26,3.2586206896551726,34.2,3.336206896551724,0.853448275862069,7.293103448275861,,,,,,,,,,,,,,,,,,,,,,,,
Danny Welbeck,Brighton,eng Premier League,FW,,attack,Target Forward,10.0,4.0,2115,30,0.425531914893617,0.3744680851063829,2.5106382978723403,39.0,0.15,0.0595744680851063,2.26,0.8936170212765958,35.1,4.340425531914893,0.0,4.042553191489362,,,,,,,,,,,,,,,,,,,,,,,,
Iñaki Williams,Athletic Club,es La Liga,FW,,attack,All-Around Forward,6.0,8.0,2652,35,0.2036199095022624,0.257918552036199,2.138009049773756,38.1,0.1,0.2647058823529412,2.72,3.631221719457014,32.7,4.683257918552036,0.5090497737556561,10.248868778280542,,,,,,,,,,,,,,,,,,,,,,,,
Nico Williams,Athletic Club,es La Liga,FW,,attack,All-Around Forward,5.0,5.0,1996,29,0.2254509018036072,0.18937875751503,2.434869739478958,35.2,0.09,0.157815631262525,5.05,5.32064128256513,36.4,5.095190380761523,0.3607214428857715,11.452905811623246,,,,,,,,,,,,,,,,,,,,,,,,
Harry Wilson,Fulham,eng Premier League,FW,MF,attack,Target Forward,6.0,1.0,1162,25,0.4647160068846816,0.3253012048192771,3.3304647160068845,39.5,0.14,0.0851979345955249,3.41,1.7039586919104992,37.5,4.879518072289157,0.0774526678141136,7.435456110154906,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Wind,Wolfsburg,de Bundesliga,FW,MF,attack,Target Forward,9.0,3.0,1966,31,0.4120040691759918,0.1831129196337741,1.7395727365208544,28.9,0.21,0.1922685656154628,2.97,0.7782299084435402,30.0,4.028484231943032,0.0,4.303153611393693,,,,,,,,,,,,,,,,,,,,,,,,
Yoane Wissa,Brentford,eng Premier League,FW,,attack,Poacher,19.0,4.0,2919,35,0.5858170606372045,0.5704008221993834,2.774922918807811,45.6,0.21,0.08016443987667,2.13,1.8499486125385405,30.6,5.025693730729702,0.0308324768756423,4.748201438848921,,,,,,,,,,,,,,,,,,,,,,,,
Nick Woltemade,Stuttgart,de Bundesliga,FW,MF,attack,Poacher,12.0,2.0,1622,28,0.6658446362515413,0.4438964241676942,2.552404438964242,50.0,0.22,0.2552404438964241,4.38,1.720098643649815,43.7,8.822441430332923,0.0,7.82367447595561,,,,,,,,,,,,,,,,,,,,,,,,
Chris Wood,Nott'ham Forest,eng Premier League,FW,,attack,Target Forward,20.0,3.0,2959,36,0.6083136194660358,0.3345724907063196,1.9770192632646164,49.2,0.26,0.0790807705305846,1.34,0.425819533626225,30.8,3.1936465021966884,0.0304156809733017,2.859074011490368,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,Barcelona,es La Liga,FW,,attack,Elite Dual-Threat Forward,9.0,13.0,2856,35,0.2836134453781512,0.3088235294117647,4.53781512605042,31.9,0.06,0.4380252100840336,5.92,5.703781512605042,50.9,7.121848739495798,0.5042016806722689,13.644957983193276,,,,,,,,,,,,,,,,,,,,,,,,
John Yeboah,Venezia,it Serie A,FW,MF,attack,Squad Forward,1.0,1.0,1226,33,0.0734094616639478,0.2202283849918433,2.202283849918434,33.3,0.03,0.1394779771615008,3.89,3.6704730831973897,40.7,4.037520391517129,0.0,6.460032626427406,,,,,,,,,,,,,,,,,,,,,,,,
Bertuğ Yıldırım,Getafe,es La Liga,FW,,attack,Squad Forward,1.0,0.0,1083,22,0.0831024930747922,0.2077562326869806,1.5789473684210529,36.8,0.05,0.0997229916897506,1.75,0.6648199445983379,43.8,3.822714681440443,0.2493074792243767,3.988919667590028,,,,,,,,,,,,,,,,,,,,,,,,
Kenan Yıldız,Juventus,it Serie A,FW,MF,attack,All-Around Forward,7.0,4.0,2402,35,0.2622814321398834,0.1611157368859284,2.285595337218984,36.1,0.11,0.1873438800999167,4.87,4.308909242298085,53.2,3.8592839300582846,0.4870940882597835,8.355537052456286,,,,,,,,,,,,,,,,,,,,,,,,
Mattia Zaccagni,Lazio,it Serie A,FW,,attack,Squad Forward,8.0,6.0,2686,34,0.2680565897244974,0.1641846612062546,1.54132539091586,30.4,0.13,0.1541325390915859,3.59,3.0491437081161576,45.8,3.350707371556217,0.201042442293373,8.845867460908414,,,,,,,,,,,,,,,,,,,,,,,,
Alessandro Zanoli,Genoa,it Serie A,FW,DF,attack,Squad Forward,1.0,0.0,1711,31,0.0526008182349503,0.0210403272939801,0.5786090005844535,27.3,0.09,0.0841613091759205,1.68,3.4190531852717707,35.7,2.261835184102864,0.6838106370543542,4.734073641145529,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Zaragoza,Osasuna,es La Liga,FW,MF,attack,All-Around Forward,1.0,6.0,1836,27,0.0490196078431372,0.1323529411764706,2.0588235294117645,31.0,0.02,0.1568627450980392,3.49,5.147058823529411,43.5,4.117647058823529,0.9803921568627452,6.862745098039215,,,,,,,,,,,,,,,,,,,,,,,,
Anass Zaroury,Lens,fr Ligue 1,FW,MF,attack,All-Around Forward,2.0,2.0,1405,28,0.1281138790035587,0.1088967971530249,2.2419928825622777,34.3,0.06,0.1857651245551601,4.61,3.138790035587189,48.6,1.665480427046263,0.8327402135231317,6.854092526690391,,,,,,,,,,,,,,,,,,,,,,,,
Edon Zhegrova,Lille,fr Ligue 1,FW,MF,attack,All-Around Forward,4.0,1.0,978,12,0.3680981595092025,0.2116564417177913,2.1165644171779143,39.1,0.17,0.2024539877300613,3.5,3.4049079754601226,41.8,3.220858895705521,0.2760736196319018,7.453987730061349,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Zirkzee,Manchester Utd,eng Premier League,FW,MF,attack,Target Forward,3.0,1.0,1402,32,0.1925820256776034,0.3081312410841654,1.797432239657632,39.3,0.11,0.0962910128388017,1.99,0.8987161198288159,31.4,3.594864479315264,0.0,4.429386590584879,,,,,,,,,,,,,,,,,,,,,,,,
Budu Zivzivadze,Heidenheim,de Bundesliga,FW,,attack,Squad Forward,2.0,3.0,958,15,0.1878914405010438,0.1597077244258872,2.066805845511482,40.9,0.09,0.1409185803757829,2.45,1.033402922755741,30.0,3.475991649269311,0.1878914405010438,4.039665970772443,,,,,,,,,,,,,,,,,,,,,,,,
Milan Đurić,Monza,it Serie A,FW,,attack,Target Forward,4.0,1.0,1270,18,0.2834645669291338,0.205511811023622,1.6299212598425197,43.5,0.17,0.0779527559055118,0.5,0.1417322834645669,66.7,2.1968503937007875,0.0,2.125984251968504,,,,,,,,,,,,,,,,,,,,,,,,
Himad Abdelli,Angers,fr Ligue 1,MF,FW,midfield,Box-to-Box,6.0,1.0,2842,32,,,,,,0.1013370865587614,2.98,3.388458831808585,47.1,,,,6.555242786769881,82.1,1.235045742434905,1.5200562983814216,0.8233638282899367,2.3434201266713584,685.4820548909219,5.415200562983814,,,,,,,,,,,,,,,,
Zakaria Aboukhlal,Toulouse,fr Ligue 1,MF,FW,midfield,Rotation Wide-Mid,7.0,2.0,1901,26,,,,,,0.0757496054708048,1.61,1.6096791162546027,30.2,,,,1.0415570752235666,63.3,0.5681220410310363,1.0415570752235666,0.2840610205155181,1.3256180957390846,132.0410310362967,0.7574960547080484,,,,,,,,,,,,,,,,
Tyler Adams,Bournemouth,eng Premier League,MF,,midfield,Destroyer CDM,0.0,3.0,1965,28,,,,,,0.0458015267175572,1.88,0.6412213740458016,22.2,,,,3.480916030534351,84.4,0.8244274809160306,3.801526717557252,1.465648854961832,5.2671755725190845,655.9694656488549,3.068702290076336,,,,,,,,,,,,,,,,
Yacine Adli,Fiorentina,it Serie A,MF,,midfield,Box-to-Box,4.0,6.0,1219,25,,,,,,0.1771944216570959,3.64,1.7719442165709598,37.5,,,,7.604593929450369,80.7,1.6981132075471697,2.36259228876128,0.4429860541427399,2.80557834290402,1037.3256767842497,6.201804757998359,,,,,,,,,,,,,,,,
Lucien Agoume,Sevilla,es La Liga,MF,,midfield,Destroyer CDM,1.0,3.0,2114,35,,,,,,0.1064333017975402,2.55,1.2346263008514664,73.3,,,,5.747398297067171,81.5,1.1494796594134342,2.980132450331126,1.7455061494796595,4.725638599810785,679.3850520340587,5.364238410596027,,,,,,,,,,,,,,,,
Jean-Eudes Aholou,Angers,fr Ligue 1,MF,,midfield,Destroyer CDM,2.0,0.0,1959,26,,,,,,0.0459418070444104,1.52,0.6891271056661562,42.9,,,,3.124042879019908,84.3,0.4594180704441041,2.572741194486983,1.5160796324655437,4.088820826952527,467.82542113323126,2.113323124042879,,,,,,,,,,,,,,,,
Jean-Daniel Akpa-Akpro,Monza,it Serie A,MF,,midfield,Destroyer CDM,0.0,0.0,966,14,,,,,,0.0186335403726708,1.12,1.9565217391304348,31.6,,,,1.7701863354037268,79.5,0.2795031055900621,2.7950310559006213,1.2111801242236024,4.006211180124224,377.7018633540373,1.7701863354037268,,,,,,,,,,,,,,,,
Carles Aleñá,Alavés,es La Liga,MF,FW,midfield,Rotation Wide-Mid,0.0,2.0,1090,14,,,,,,0.1073394495412844,3.64,1.4862385321100915,50.0,,,,4.7889908256880735,76.1,1.5688073394495414,1.5688073394495414,0.1651376146788991,1.7339449541284404,444.6330275229358,2.889908256880734,,,,,,,,,,,,,,,,
Thiago Almada,Lyon,fr Ligue 1,MF,FW,midfield,Advanced Creator,1.0,4.0,951,16,,,,,,0.2460567823343848,4.92,3.5962145110410098,57.1,,,,9.17981072555205,84.9,2.082018927444795,1.3249211356466877,0.6624605678233438,1.987381703470032,949.589905362776,5.488958990536278,,,,,,,,,,,,,,,,
Domingos André Ribeiro Almeida,Valencia,es La Liga,MF,FW,midfield,Advanced Creator,0.0,4.0,1977,34,,,,,,0.1456752655538695,3.92,2.04855842185129,40.7,,,,6.464339908952959,84.3,1.9575113808801208,2.1851289833080427,0.3641881638846738,2.5493171471927165,594.855842185129,4.3702579666160855,,,,,,,,,,,,,,,,
Sergi Altimira,Betis,es La Liga,MF,,midfield,Destroyer CDM,0.0,1.0,1972,32,,,,,,0.0775862068965517,2.37,1.140973630831643,66.7,,,,4.5182555780933065,89.3,1.0040567951318458,2.783975659229209,1.0953346855983772,3.8793103448275854,824.3762677484788,4.153144016227181,,,,,,,,,,,,,,,,
Edson Álvarez,West Ham,eng Premier League,MF,,midfield,Destroyer CDM,0.0,1.0,1772,28,,,,,,0.0406320541760722,1.42,1.2189616252821671,42.4,,,,4.317155756207675,85.8,0.6094808126410836,2.539503386004515,0.9142212189616252,3.45372460496614,731.0214446952596,4.672686230248307,,,,,,,,,,,,,,,,
Hugo Álvarez,Celta Vigo,es La Liga,MF,DF,midfield,Rotation Wide-Mid,4.0,3.0,1572,26,,,,,,0.0629770992366412,2.63,4.236641221374046,44.4,,,,3.435114503816794,78.9,0.9732824427480916,1.4885496183206106,0.4580152671755725,1.946564885496183,699.0458015267176,2.00381679389313,,,,,,,,,,,,,,,,
Selim Amallah,Valladolid,es La Liga,MF,,midfield,Deep Holding Mid,3.0,1.0,1376,24,,,,,,0.0719476744186046,2.09,1.569767441860465,48.5,,,,3.728197674418604,78.3,0.8502906976744186,1.9622093023255816,0.9156976744186048,2.8779069767441863,363.6627906976744,2.7470930232558137,,,,,,,,,,,,,,,,
