Player,Squad,Comp,PrimaryPos,SecondaryPos,Group,Style,Gls,Ast,Min,MP,Gls_p90,npxG_p90,Sh_p90,SoT%,G/Sh,xAG_p90,SCA90,PrgC_p90,Succ%,Att Pen_p90,CrsPA_p90,PrgR_p90,PrgP_p90,Cmp%,KP_p90,Tkl_p90,Int_p90,Tkl+Int_p90,TotDist_p90,1/3_p90,Clr_p90,Blocks_p90,Att 3rd_p90,Tkl%,Won%,GA,Saves,CS,Save%,PSxG+/-,Stp%,#OPA/90,AvgDist,Launch%,AvgLen,CS%
Taylor Harwood-Bellis,Southampton,eng Premier League,DF,,defense,Ball-Playing CB,1.0,0.0,2825,34,,,,,,,,0.9238938053097344,,,0.031858407079646,,3.982300884955752,87.4,,0.8920353982300885,0.9557522123893804,,,,4.4920353982300885,0.3504424778761062,0.095575221238938,54.3,56.3,,,,,,,,,,,
Hans Hateboer,Rennes,fr Ligue 1,DF,,defense,Overlapping Fullback,0.0,0.0,1684,26,,,,,,,,1.496437054631829,,,0.3206650831353919,,4.9168646080760094,85.3,,1.6567695961995248,1.5498812351543942,,,,3.420427553444181,1.1223277909738718,0.2672209026128266,50.0,63.6,,,,,,,,,,,
Jan Paul van Hecke,Brighton,eng Premier League,DF,,defense,Ball-Playing CB,1.0,1.0,2958,34,,,,,,,,1.6734279918864097,,,0.1217038539553752,,6.9371196754563895,88.2,,1.3691683569979716,0.7302231237322515,,,,4.320486815415822,0.2129817444219067,0.0608519269776876,56.1,62.1,,,,,,,,,,,
Ramon Hendriks,Stuttgart,de Bundesliga,DF,,defense,Stopper CB,0.0,1.0,1154,25,,,,,,,,0.6239168110918544,,,0.1559792027729636,,2.8076256499133447,83.7,,1.559792027729636,1.4818024263431542,,,,4.913344887348353,0.7019064124783362,0.1559792027729636,69.2,60.4,,,,,,,,,,,
Benjamin Henrichs,RB Leipzig,de Bundesliga,DF,,defense,Overlapping Fullback,0.0,2.0,935,15,,,,,,,,0.8663101604278075,,,0.2887700534759358,,2.79144385026738,75.6,,3.0802139037433154,1.4438502673796794,,,,3.176470588235294,1.251336898395722,0.3850267379679144,51.9,61.5,,,,,,,,,,,
Luis Henrique,Marseille,fr Ligue 1,DF,FW,defense,Crossing Fullback,7.0,7.0,2613,33,,,,,,,,2.8932261768082665,,,0.6888633754305397,,4.925373134328359,81.0,,0.5510907003444317,0.3444316877152698,,,,1.0332950631458095,1.0677382319173363,0.1033295063145809,90.0,0.0,,,,,,,,,,,
Javi Hernández,Leganés,es La Liga,DF,,defense,Crossing Fullback,2.0,1.0,2389,31,,,,,,,,1.506906655504395,,,0.1506906655504395,,3.01381331100879,75.2,,0.9794893260778568,0.8664713269150272,,,,3.691921305985768,0.7911259941398074,0.1130179991628296,37.0,47.7,,,,,,,,,,,
Aridane Hernández,Rayo Vallecano,es La Liga,DF,,defense,Stopper CB,0.0,0.0,1025,14,,,,,,,,0.1756097560975609,,,0.0,,3.3365853658536584,87.9,,1.1414634146341465,0.526829268292683,,,,8.692682926829269,0.1756097560975609,0.0,75.0,67.8,,,,,,,,,,,
Theo Hernández,Milan,it Serie A,DF,,defense,Crossing Fullback,4.0,3.0,2696,33,,,,,,,,3.1045994065281897,,,0.400593471810089,,4.406528189910979,83.8,,1.201780415430267,0.5675074183976261,,,,2.5037091988130564,1.2351632047477743,0.1001483679525222,53.8,69.8,,,,,,,,,,,
Jorge Herrando,Osasuna,es La Liga,DF,,defense,Stopper CB,1.0,0.0,1366,18,,,,,,,,0.4612005856515373,,,0.0,,2.5036603221083458,85.4,,1.1200585651537336,0.7906295754026355,,,,4.282576866764275,0.3294289897510981,0.1976573938506588,60.0,72.5,,,,,,,,,,,
Juan Herzog,Las Palmas,es La Liga,DF,,defense,Stopper CB,0.0,0.0,1315,19,,,,,,,,0.0,,,0.0,,1.8479087452471483,86.4,,0.8212927756653993,1.231939163498099,,,,5.885931558935362,0.2053231939163498,0.0,56.3,63.8,,,,,,,,,,,
Isak Hien,Atalanta,it Serie A,DF,,defense,Stopper CB,0.0,0.0,2327,30,,,,,,,,0.2707348517404383,,,0.0,,1.9724967769660504,89.7,,1.856467554791577,1.198968629136227,,,,3.1714654061022776,0.5027932960893855,0.0,61.4,54.8,,,,,,,,,,,
Omar El Hilali,Espanyol,es La Liga,DF,,defense,Overlapping Fullback,0.0,2.0,3153,36,,,,,,,,0.9990485252140818,,,0.1712654614652712,,2.3977164605137964,78.9,,3.1684110371075165,1.313035204567079,,,,4.138915318744053,0.7136060894386298,0.1712654614652712,67.4,54.5,,,,,,,,,,,
Piero Hincapié,Leverkusen,de Bundesliga,DF,,defense,Ball-Playing CB,2.0,2.0,2670,32,,,,,,,,1.752808988764045,,,0.2359550561797753,,5.123595505617978,87.9,,1.752808988764045,1.0786516853932584,,,,3.842696629213483,0.7078651685393259,0.3370786516853932,61.0,60.2,,,,,,,,,,,
Ki-Jana Hoever,Auxerre,fr Ligue 1,DF,,defense,Overlapping Fullback,1.0,2.0,2124,30,,,,,,,,2.5,,,0.5932203389830508,,3.347457627118644,70.8,,2.1610169491525424,0.8898305084745763,,,,2.966101694915254,1.3983050847457628,0.3813559322033898,55.6,55.8,,,,,,,,,,,
Emil Holm,Bologna,it Serie A,DF,,defense,Overlapping Fullback,1.0,1.0,1137,21,,,,,,,,2.29551451187335,,,0.633245382585752,,3.8786279683377294,76.2,,2.6912928759894457,0.79155672823219,,,,4.036939313984169,0.949868073878628,0.2374670184696569,64.5,60.8,,,,,,,,,,,
Gerrit Holtmann,Bochum,de Bundesliga,DF,FW,defense,Crossing Fullback,2.0,1.0,1136,23,,,,,,,,3.9612676056338025,,,1.267605633802817,,2.61443661971831,65.7,,1.9014084507042253,1.267605633802817,,,,1.1883802816901408,2.218309859154929,0.1584507042253521,50.0,42.9,,,,,,,,,,,
Dean Huijsen,Bournemouth,eng Premier League,DF,,defense,Stopper CB,3.0,2.0,2427,32,,,,,,,,1.5203955500618045,,,0.0741656365883807,,4.894932014833128,83.4,,1.334981458590853,1.8912237330037085,,,,7.342398022249691,0.4449938195302843,0.0370828182941903,62.1,60.7,,,,,,,,,,,
Mats Hummels,Roma,it Serie A,DF,,defense,Stopper CB,0.0,0.0,915,14,,,,,,,,0.3934426229508196,,,0.0,,2.557377049180328,89.0,,2.950819672131148,2.557377049180328,,,,4.229508196721311,0.6885245901639344,0.0,61.1,60.5,,,,,,,,,,,
Jay Idzes,Venezia,it Serie A,DF,,defense,Stopper CB,1.0,0.0,3127,35,,,,,,,,0.4317236968340262,,,0.028781579788935,,2.417652702270547,86.0,,1.2951710905020788,0.9210105532459226,,,,4.489926447073873,0.3453789574672209,0.1151263191557403,51.5,41.3,,,,,,,,,,,
Iglesias,Getafe,es La Liga,DF,,defense,Overlapping Fullback,0.0,1.0,2888,37,,,,,,,,0.997229916897507,,,0.4362880886426593,,2.617728531855956,57.1,,2.5242382271468142,1.558171745152355,,,,4.144736842105263,1.308864265927978,0.1869806094182825,51.1,47.9,,,,,,,,,,,
Igor,Brighton,eng Premier League,DF,,defense,Ball-Playing CB,0.0,0.0,961,13,,,,,,,,0.8428720083246618,,,0.0936524453694068,,4.588969823100936,91.9,,0.4682622268470343,0.3746097814776275,,,,3.652445369406868,0.4682622268470343,0.0936524453694068,40.0,57.1,,,,,,,,,,,
Ismaily,Lille,fr Ligue 1,DF,,defense,Overlapping Fullback,0.0,1.0,904,16,,,,,,,,1.4933628318584071,,,0.3982300884955752,,5.376106194690266,87.3,,3.285398230088496,1.2942477876106195,,,,4.878318584070796,1.095132743362832,0.3982300884955752,65.4,44.4,,,,,,,,,,,
Ardian Ismajli,Empoli,it Serie A,DF,,defense,Stopper CB,0.0,0.0,2508,29,,,,,,,,0.1076555023923444,,,0.0,,1.3636363636363638,86.8,,1.076555023923445,2.0095693779904304,,,,8.935406698564593,0.1435406698564593,0.0,80.0,58.8,,,,,,,,,,,
Ko Itakura,Gladbach,de Bundesliga,DF,,defense,Stopper CB,3.0,0.0,2790,31,,,,,,,,0.7419354838709677,,,0.1290322580645161,,2.225806451612903,89.0,,1.2903225806451613,0.9032258064516128,,,,5.516129032258064,0.3548387096774194,0.032258064516129,61.8,65.0,,,,,,,,,,,
Marko Ivezić,Holstein Kiel,de Bundesliga,DF,,defense,Stopper CB,0.0,0.0,1657,23,,,,,,,,0.1629450814725407,,,0.0,,2.172601086300543,86.0,,1.5751357875678935,1.4665057332528666,,,,5.594447797223899,0.5431502715751357,0.1629450814725407,35.7,53.1,,,,,,,,,,,
Armando Izzo,Monza,it Serie A,DF,,defense,Stopper CB,1.0,1.0,2435,30,,,,,,,,0.4435318275154004,,,0.0369609856262833,,2.6611909650924024,87.9,,1.4784394250513349,1.6632443531827514,,,,3.73305954825462,0.4435318275154004,0.0369609856262833,50.0,44.8,,,,,,,,,,,
Jérémy Jacquet,Rennes,fr Ligue 1,DF,,defense,Overlapping Fullback,0.0,1.0,927,11,,,,,,,,0.7766990291262135,,,0.0,,3.883495145631069,83.5,,2.5242718446601944,2.621359223300971,,,,4.368932038834951,0.9708737864077672,0.6796116504854369,63.6,65.5,,,,,,,,,,,
Reece James,Chelsea,eng Premier League,DF,MF,defense,Ball-Playing CB,1.0,1.0,1063,19,,,,,,,,0.5926622765757291,,,0.0846660395108184,,5.41862652869238,84.0,,0.8466603951081844,1.1006585136406395,,,,1.947318908748824,0.8466603951081844,0.0846660395108184,33.3,71.9,,,,,,,,,,,
Gaby Jean,Lecce,it Serie A,DF,,defense,Stopper CB,0.0,0.0,1388,19,,,,,,,,0.5187319884726225,,,0.0648414985590778,,2.723342939481268,84.3,,0.9077809798270894,0.5835734870317003,,,,4.6037463976945245,0.648414985590778,0.0648414985590778,54.5,63.1,,,,,,,,,,,
Moritz Jenz,Mainz 05,de Bundesliga,DF,,defense,Stopper CB,0.0,0.0,1600,19,,,,,,,,0.05625,,,0.0,,2.64375,84.3,,2.025,1.6875,,,,7.2,0.05625,0.0,76.2,64.0,,,,,,,,,,,
Juan Jesus,Napoli,it Serie A,DF,,defense,Ball-Playing CB,0.0,1.0,1074,15,,,,,,,,0.2513966480446927,,,0.0,,4.189944134078212,89.6,,2.094972067039106,0.7541899441340782,,,,3.5195530726256985,0.8379888268156425,0.0,60.0,60.0,,,,,,,,,,,
Alejandro Jiménez,Milan,it Serie A,DF,FW,defense,Crossing Fullback,0.0,1.0,1266,22,,,,,,,,3.909952606635071,,,0.3554502369668246,,2.6303317535545023,80.1,,1.7061611374407584,1.066350710900474,,,,1.6350710900473933,1.4928909952606635,0.1421800947867298,40.7,40.9,,,,,,,,,,,
Ben Johnson,Ipswich Town,eng Premier League,DF,FW,defense,Overlapping Fullback,1.0,2.0,1354,23,,,,,,,,1.0635155096011817,,,0.1329394387001477,,1.7946824224519942,71.6,,2.5258493353028064,0.8641063515509602,,,,3.5893648449039883,1.5288035450516988,0.1994091580502215,48.8,51.4,,,,,,,,,,,
Paul Joly,Auxerre,fr Ligue 1,DF,,defense,Overlapping Fullback,0.0,1.0,1009,26,,,,,,,,2.497522299306244,,,0.7135777998017839,,4.549058473736372,68.7,,4.370664023785927,2.2299306243805748,,,,2.854311199207136,1.694747274529237,0.1783944499504459,60.0,61.9,,,,,,,,,,,
Jubal,Auxerre,fr Ligue 1,DF,,defense,Stopper CB,6.0,0.0,2640,30,,,,,,,,0.034090909090909,,,0.0,,1.125,86.8,,2.0454545454545454,0.8522727272727273,,,,6.852272727272728,0.1704545454545454,0.034090909090909,70.0,69.2,,,,,,,,,,,
Anthony Jung,Werder Bremen,de Bundesliga,DF,,defense,Ball-Playing CB,0.0,0.0,1898,28,,,,,,,,0.9483667017913592,,,0.0474183350895679,,5.737618545837724,89.6,,1.612223393045311,1.1854583772391991,,,,3.651211801896733,0.5216016859852477,0.0474183350895679,64.7,63.0,,,,,,,,,,,
Josip Juranović,Union Berlin,de Bundesliga,DF,MF,defense,Crossing Fullback,0.0,1.0,1159,17,,,,,,,,1.475409836065574,,,0.9318377911993097,,4.037963761863676,64.5,,1.630716134598792,0.543572044866264,,,,3.261432269197584,1.1647972389991372,0.2329594477998274,40.0,44.4,,,,,,,,,,,
James Justin,Leicester City,eng Premier League,DF,,defense,Overlapping Fullback,2.0,2.0,2912,36,,,,,,,,1.2053571428571428,,,0.2472527472527472,,2.8125,78.2,,1.7925824175824174,1.4217032967032963,,,,4.357829670329671,1.2362637362637363,0.1854395604395604,58.2,55.6,,,,,,,,,,,
Christian Kabasele,Udinese,it Serie A,DF,,defense,Stopper CB,2.0,0.0,1161,16,,,,,,,,0.6976744186046512,,,0.0,,3.4108527131782944,85.3,,1.3178294573643412,1.0852713178294573,,,,5.813953488372093,0.2325581395348837,0.0,78.6,63.6,,,,,,,,,,,
Pavel Kadeřábek,Hoffenheim,de Bundesliga,DF,,defense,Crossing Fullback,2.0,0.0,1576,24,,,,,,,,0.8565989847715737,,,0.6852791878172589,,2.684010152284264,70.1,,1.427664974619289,1.1421319796954317,,,,3.083756345177665,0.9137055837563453,0.399746192893401,48.4,56.4,,,,,,,,,,,
Pierre Kalulu,Juventus,it Serie A,DF,,defense,Ball-Playing CB,1.0,0.0,2337,29,,,,,,,,1.8485237483953785,,,0.1925545571245186,,4.505776636713736,93.1,,1.5789473684210529,0.6546854942233633,,,,2.618741976893453,0.4236200256739409,0.1155327342747111,75.0,36.5,,,,,,,,,,,
Waren Kamanzi,Toulouse,fr Ligue 1,DF,MF,defense,Overlapping Fullback,1.0,1.0,1022,24,,,,,,,,2.553816046966732,,,0.0,,2.9060665362035225,83.0,,2.553816046966732,0.7925636007827788,,,,2.2015655577299413,1.761252446183953,0.4403131115459882,50.0,87.5,,,,,,,,,,,
Hassane Kamara,Udinese,it Serie A,DF,,defense,Crossing Fullback,1.0,4.0,2001,30,,,,,,,,2.338830584707646,,,0.9895052473763118,,2.7436281859070464,75.7,,1.5742128935532234,1.169415292353823,,,,2.2038980509745127,1.3043478260869563,0.1799100449775112,57.1,65.6,,,,,,,,,,,
Willy Kambwala,Villarreal,es La Liga,DF,,defense,Stopper CB,0.0,0.0,1117,19,,,,,,,,0.1611459265890779,,,0.0,,1.2891674127126231,87.7,,1.369740376007162,0.8057296329453894,,,,4.5120859444941805,0.4028648164726947,0.0805729632945389,83.3,47.1,,,,,,,,,,,
Jakub Kamiński,Wolfsburg,de Bundesliga,DF,MF,defense,Crossing Fullback,0.0,2.0,1130,22,,,,,,,,3.265486725663717,,,0.3185840707964602,,3.185840707964602,70.4,,1.3539823008849556,1.0353982300884956,,,,1.831858407079646,1.3539823008849556,0.4778761061946902,40.9,26.9,,,,,,,,,,,
Michael Keane,Everton,eng Premier League,DF,,defense,Stopper CB,3.0,0.0,1049,14,,,,,,,,0.0857959961868446,,,0.0,,1.201143946615825,82.8,,1.0295519542421354,1.3727359389895135,,,,5.5767397521449,0.6005719733079123,0.1715919923736892,53.3,56.5,,,,,,,,,,,
Thilo Kehrer,Monaco,fr Ligue 1,DF,,defense,Ball-Playing CB,4.0,0.0,2383,27,,,,,,,,0.6042803189257239,,,0.0,,5.249685270667226,89.9,,1.3973982375157363,1.3596307175828788,,,,4.267729752412925,0.2643726395300042,0.0,57.9,61.4,,,,,,,,,,,
Lloyd Kelly,Juventus,it Serie A,DF,,defense,Ball-Playing CB,0.0,0.0,1013,12,,,,,,,,0.8884501480750246,,,0.0,,3.198420533070089,83.1,,1.332675222112537,0.1776900296150049,,,,4.975320829220139,1.154985192497532,0.0888450148075024,77.8,59.0,,,,,,,,,,,
Marc-Oliver Kempf,Como,it Serie A,DF,,defense,Stopper CB,0.0,0.0,2615,31,,,,,,,,0.5850860420650096,,,0.034416826003824,,2.925430210325048,87.2,,1.032504780114723,1.135755258126195,,,,4.680688336520077,0.4130019120458891,0.034416826003824,54.2,73.5,,,,,,,,,,,
Milos Kerkez,Bournemouth,eng Premier League,DF,,defense,Crossing Fullback,2.0,5.0,3336,38,,,,,,,,2.859712230215827,,,0.7284172661870504,,4.289568345323741,75.8,,1.4028776978417266,1.2140287769784173,,,,2.859712230215827,1.483812949640288,0.1888489208633093,63.2,36.4,,,,,,,,,,,
Abdukodir Khusanov,Lens,fr Ligue 1,DF,,defense,Stopper CB,0.0,0.0,975,13,,,,,,,,0.1846153846153846,,,0.0923076923076923,,3.969230769230769,88.1,,1.3846153846153846,2.4000000000000004,,,,5.2615384615384615,0.2769230769230769,0.0923076923076923,63.6,69.2,,,,,,,,,,,
Kialonda,Lecce,it Serie A,DF,,defense,Stopper CB,0.0,1.0,2144,24,,,,,,,,0.167910447761194,,,0.0,,1.4272388059701493,86.5,,1.4272388059701493,1.343283582089552,,,,5.541044776119403,0.2098880597014925,0.0,70.6,67.2,,,,,,,,,,,
Max Kilman,West Ham,eng Premier League,DF,,defense,Stopper CB,0.0,1.0,3348,38,,,,,,,,0.8333333333333333,,,0.0,,3.03763440860215,86.7,,1.0483870967741935,1.021505376344086,,,,5.698924731182796,0.2419354838709677,0.0806451612903225,85.2,67.3,,,,,,,,,,,
Cédric Kipré,Reims,fr Ligue 1,DF,,defense,Stopper CB,0.0,1.0,2190,28,,,,,,,,0.6575342465753424,,,0.1643835616438356,,3.1643835616438354,88.9,,1.726027397260274,1.3150684931506849,,,,6.657534246575342,0.0821917808219178,0.0410958904109589,74.4,63.1,,,,,,,,,,,
Jakub Kiwior,Arsenal,eng Premier League,DF,,defense,Ball-Playing CB,1.0,0.0,1122,17,,,,,,,,0.4010695187165775,,,0.0,,3.850267379679144,91.4,,1.7647058823529411,0.481283422459893,,,,4.652406417112299,0.0802139037433155,0.160427807486631,73.3,45.8,,,,,,,,,,,
Lukas Klostermann,RB Leipzig,de Bundesliga,DF,,defense,Stopper CB,1.0,0.0,1838,28,,,,,,,,0.7834602829162133,,,0.0489662676822633,,4.064200217627856,88.4,,1.32208922742111,1.17519042437432,,,,7.002176278563655,0.8813928182807399,0.0979325353645266,58.3,40.0,,,,,,,,,,,
Robin Koch,Eint Frankfurt,de Bundesliga,DF,,defense,Stopper CB,3.0,0.0,2586,30,,,,,,,,0.3132250580046403,,,0.0,,3.236658932714617,90.7,,0.8352668213457076,0.8700696055684455,,,,6.85614849187935,0.5568445475638051,0.0696055684454756,45.5,68.0,,,,,,,,,,,
Derrick Köhn,Werder Bremen,de Bundesliga,DF,FW,defense,Crossing Fullback,2.0,2.0,1343,27,,,,,,,,2.4125093075204767,,,0.402084884586746,,2.61355174981385,79.3,,1.340282948622487,0.6701414743112435,,,,1.742367833209233,1.8763961280714816,0.201042442293373,71.4,38.1,,,,,,,,,,,
Dominik Kohr,Mainz 05,de Bundesliga,DF,MF,defense,Overlapping Fullback,2.0,0.0,2295,28,,,,,,,,1.0196078431372548,,,0.1176470588235294,,3.96078431372549,81.1,,2.431372549019608,1.647058823529412,,,,4.980392156862745,0.823529411764706,0.2745098039215686,63.6,52.8,,,,,,,,,,,
Sead Kolašinac,Atalanta,it Serie A,DF,,defense,Ball-Playing CB,0.0,2.0,1903,23,,,,,,,,2.459274829217026,,,0.094587493431424,,6.715712033631109,87.5,,1.9390436153441928,1.1823436678928008,,,,2.5065685759327376,0.8039936941671046,0.0,53.3,56.7,,,,,,,,,,,
Marco Komenda,Holstein Kiel,de Bundesliga,DF,,defense,Ball-Playing CB,0.0,0.0,1307,19,,,,,,,,0.8951798010711552,,,0.3442999234889059,,3.6495791889824014,78.8,,1.7903596021423105,0.4131599081866871,,,,4.68247895944912,0.4131599081866871,0.0688599846977811,73.3,32.6,,,,,,,,,,,
Ibrahima Konaté,Liverpool,eng Premier League,DF,,defense,Ball-Playing CB,1.0,2.0,2560,31,,,,,,,,0.87890625,,,0.0,,4.04296875,90.2,,1.40625,0.59765625,,,,4.67578125,0.31640625,0.0703125,71.4,71.8,,,,,,,,,,,
Geoffrey Kondogbia,Marseille,fr Ligue 1,DF,MF,defense,Ball-Playing CB,0.0,0.0,2020,25,,,,,,,,0.8910891089108911,,,0.0891089108910891,,4.678217821782178,92.5,,2.673267326732673,0.9801980198019802,,,,2.851485148514852,0.4455445544554455,0.1336633663366336,79.4,64.3,,,,,,,,,,,
Ezri Konsa,Aston Villa,eng Premier League,DF,,defense,Ball-Playing CB,2.0,0.0,2936,34,,,,,,,,0.7356948228882834,,,0.0,,2.758855585831063,92.9,,1.042234332425068,0.7356948228882834,,,,3.4945504087193457,0.6437329700272479,0.1226158038147138,80.0,57.4,,,,,,,,,,,
Odilon Kossounou,Atalanta,it Serie A,DF,,defense,Ball-Playing CB,0.0,0.0,1125,18,,,,,,,,1.04,,,0.0,,3.68,88.2,,1.28,1.04,,,,2.0,0.48,0.16,46.2,57.5,,,,,,,,,,,
Konstantinos Koulierakis,Wolfsburg,de Bundesliga,DF,,defense,Stopper CB,0.0,2.0,2468,30,,,,,,,,0.7293354943273905,,,0.1458670988654781,,3.792544570502431,83.0,,1.458670988654781,1.2034035656401945,,,,5.360615883306321,0.3282009724473257,0.072933549432739,62.5,60.2,,,,,,,,,,,
Jules Koundé,Barcelona,es La Liga,DF,,defense,Overlapping Fullback,2.0,3.0,2605,32,,,,,,,,1.5201535508637236,,,0.2763915547024952,,5.700575815738963,86.7,,2.1765834932821497,0.690978886756238,,,,2.349328214971209,0.8637236084452974,0.3800383877159309,66.7,56.6,,,,,,,,,,,
Frans Krätzig,Heidenheim,de Bundesliga,DF,MF,defense,Overlapping Fullback,1.0,2.0,1217,16,,,,,,,,1.8488085456039445,,,0.3697617091207889,,2.736236647493837,75.9,,2.3664749383730483,1.257189811010682,,,,1.1092851273623665,0.8874281018898932,0.4437140509449466,57.1,42.9,,,,,,,,,,,
Ladislav Krejčí,Girona,es La Liga,DF,,defense,Ball-Playing CB,2.0,0.0,2440,28,,,,,,,,1.069672131147541,,,0.0737704918032786,,5.311475409836066,90.1,,0.848360655737705,1.2540983606557377,,,,3.430327868852459,0.2581967213114754,0.0,53.8,69.6,,,,,,,,,,,
Rasmus Kristensen,Eint Frankfurt,de Bundesliga,DF,,defense,Overlapping Fullback,5.0,3.0,2513,30,,,,,,,,1.8265021886191803,,,0.3223239156386788,,6.159968165539197,77.7,,2.1130123358535613,0.716275368085953,,,,3.473935535216872,1.3609231993633106,0.1790688420214882,59.7,59.5,,,,,,,,,,,
Thomas Kristensen,Udinese,it Serie A,DF,,defense,Ball-Playing CB,1.0,0.0,1754,24,,,,,,,,0.9749144811858608,,,0.1026225769669327,,3.899657924743444,79.9,,1.5906499429874572,1.0775370581527937,,,,4.104903078677309,0.8722919042189282,0.2052451539338654,62.5,65.6,,,,,,,,,,,
Lukas Kübler,Freiburg,de Bundesliga,DF,,defense,Overlapping Fullback,5.0,1.0,1842,28,,,,,,,,1.1726384364820848,,,0.2442996742671009,,3.811074918566775,77.1,,1.954397394136808,2.58957654723127,,,,2.980456026058632,0.7328990228013029,0.1465798045602606,56.3,65.6,,,,,,,,,,,
Sael Kumbedi,Lyon,fr Ligue 1,DF,,defense,Overlapping Fullback,0.0,0.0,951,14,,,,,,,,2.176656151419558,,,0.1892744479495268,,3.501577287066246,85.7,,2.649842271293376,0.7570977917981072,,,,3.028391167192429,1.0410094637223974,0.3785488958990536,70.0,30.0,,,,,,,,,,,
Marash Kumbulla,Espanyol,es La Liga,DF,,defense,Stopper CB,3.0,0.0,2972,35,,,,,,,,0.3331090174966352,,,0.0605652759084791,,2.1500672947510098,84.5,,1.544414535666218,1.0296096904441452,,,,6.783310901749664,0.2422611036339165,0.0605652759084791,58.5,61.7,,,,,,,,,,,
Giorgos Kyriakopoulos,Monza,it Serie A,DF,,defense,Crossing Fullback,2.0,4.0,2845,34,,,,,,,,2.1195079086116,,,0.4745166959578207,,3.068541300527241,74.8,,1.360281195079086,0.7275922671353252,,,,2.499121265377856,1.233743409490334,0.1581722319859402,49.2,44.1,,,,,,,,,,,
Maxence Lacroix,Crystal Palace,eng Premier League,DF,,defense,Stopper CB,1.0,1.0,3116,35,,,,,,,,0.2310654685494223,,,0.0577663671373555,,1.8774069319640565,81.7,,1.9640564826700897,1.5596919127086009,,,,5.978818998716302,0.3465982028241335,0.0288831835686777,68.1,54.5,,,,,,,,,,,
Konrad Laimer,Bayern Munich,de Bundesliga,DF,,defense,Overlapping Fullback,2.0,2.0,1699,29,,,,,,,,4.608593290170689,,,0.2118893466745144,,7.469099470276633,87.8,,2.5956444967628016,0.4237786933490288,,,,1.2713360800470863,1.483225426721601,0.4237786933490288,47.9,53.6,,,,,,,,,,,
Kenny Lala,Brest,fr Ligue 1,DF,,defense,Overlapping Fullback,3.0,2.0,2686,30,,,,,,,,1.943410275502606,,,0.4355919583023082,,4.6239761727475805,76.1,,2.2114668652271035,0.8376768428890543,,,,2.513030528667163,1.4743112434847356,0.2345495160089352,66.7,38.1,,,,,,,,,,,
Valentino Lazaro,Torino,it Serie A,DF,FW,defense,Crossing Fullback,0.0,6.0,2307,33,,,,,,,,1.3654096228868662,,,0.5851755526657997,,2.964889466840052,75.1,,1.0143042912873863,0.4291287386215864,,,,1.482444733420026,1.0533159947984396,0.1560468140442132,50.0,39.0,,,,,,,,,,,
Darko Lazović,Hellas Verona,it Serie A,DF,MF,defense,Crossing Fullback,2.0,3.0,1459,27,,,,,,,,1.35709389993146,,,0.4318026045236463,,2.4674434544208363,62.4,,1.295407813570939,0.67854694996573,,,,2.4057573680603155,1.4187799862919808,0.1233721727210418,39.3,40.9,,,,,,,,,,,
Manuel Lazzari,Lazio,it Serie A,DF,,defense,Crossing Fullback,0.0,1.0,1406,25,,,,,,,,4.608819345661451,,,0.8961593172119487,,4.22475106685633,79.1,,1.6642958748221908,0.6401137980085349,,,,1.2162162162162162,1.47226173541963,0.1280227596017069,58.3,27.8,,,,,,,,,,,
Julien Le Cardinal,Brest,fr Ligue 1,DF,,defense,Stopper CB,0.0,1.0,1378,16,,,,,,,,0.4571843251088534,,,0.0,,2.547169811320755,86.4,,1.7634252539912916,2.155297532656024,,,,4.898403483309144,0.1306240928882438,0.1959361393323657,68.8,61.7,,,,,,,,,,,
Robin Le Normand,Atlético Madrid,es La Liga,DF,,defense,Stopper CB,1.0,0.0,2151,27,,,,,,,,0.4602510460251046,,,0.0,,2.301255230125523,90.4,,1.1297071129707112,0.4184100418410042,,,,5.02092050209205,0.1255230125523012,0.0,60.0,58.1,,,,,,,,,,,
Jordan Lefort,Angers,fr Ligue 1,DF,,defense,Stopper CB,0.0,1.0,3060,34,,,,,,,,0.1764705882352941,,,0.1176470588235294,,2.617647058823529,82.7,,1.5294117647058822,0.9411764705882352,,,,6.0588235294117645,0.6176470588235294,0.0294117647058823,68.2,58.8,,,,,,,,,,,
Diogo Leite,Union Berlin,de Bundesliga,DF,,defense,Stopper CB,1.0,2.0,2546,30,,,,,,,,0.7069913589945012,,,0.1060487038491751,,4.100549882168108,78.6,,2.262372348782404,2.014925373134328,,,,5.72663000785546,0.6716417910447761,0.1413982717989002,66.0,55.3,,,,,,,,,,,
Florian Lejeune,Rayo Vallecano,es La Liga,DF,,defense,Stopper CB,2.0,3.0,3325,37,,,,,,,,0.5684210526315789,,,0.081203007518797,,3.870676691729323,83.8,,1.245112781954887,1.1097744360902255,,,,4.899248120300752,0.5142857142857142,0.0541353383458646,53.5,60.5,,,,,,,,,,,
Clément Lenglet,Atlético Madrid,es La Liga,DF,,defense,Stopper CB,2.0,1.0,1972,23,,,,,,,,0.7302231237322515,,,0.0,,3.605476673427992,87.5,,1.2322515212981744,1.0040567951318458,,,,4.746450304259635,0.5933062880324543,0.0,73.3,49.3,,,,,,,,,,,
Giovanni Leoni,Parma,it Serie A,DF,,defense,Stopper CB,1.0,0.0,1199,17,,,,,,,,0.0,,,0.0,,1.5763135946622184,87.7,,1.0508757297748124,1.1259382819015846,,,,4.728940783986656,0.3002502085070892,0.0,50.0,63.0,,,,,,,,,,,
